,NAG_false_negative_idx,relative frequency
2664,6427.0,0.0004915641253329951
3249,7797.0,0.0004915641253329951
810,1917.0,0.0004915641253329951
5,10.0,0.0004915641253329951
957,2267.0,0.0004915641253329951
3595,8588.0,0.0004915641253329951
1613,3828.0,0.0004915641253329951
4453,10645.0,0.0004915641253329951
4306,10301.0,0.0004915641253329951
2921,7030.0,0.0004915641253329951
1141,2713.0,0.0004915641253329951
467,1113.0,0.00048363567169859193
171,415.0,0.00048363567169859193
3472,8308.0,0.00048363567169859193
79,192.0,0.00048363567169859193
1449,3464.0,0.00048363567169859193
1948,4675.0,0.00048363567169859193
4791,11403.0,0.00048363567169859193
668,1574.0,0.00047570721806418874
4992,11901.0,0.00047570721806418874
1379,3313.0,0.00047570721806418874
4888,11650.0,0.00047570721806418874
681,1601.0,0.00047570721806418874
3188,7651.0,0.00047570721806418874
4444,10625.0,0.00047570721806418874
4925,11745.0,0.00047570721806418874
2515,6050.0,0.00047570721806418874
384,915.0,0.00047570721806418874
3356,8045.0,0.00047570721806418874
3295,7881.0,0.00047570721806418874
1979,4751.0,0.00047570721806418874
4318,10325.0,0.00047570721806418874
2991,7186.0,0.00047570721806418874
3215,7725.0,0.00047570721806418874
457,1091.0,0.00047570721806418874
3985,9574.0,0.00047570721806418874
1826,4349.0,0.0004677787644297856
358,851.0,0.0004677787644297856
1280,3064.0,0.0004677787644297856
777,1841.0,0.0004677787644297856
1949,4676.0,0.0004677787644297856
629,1481.0,0.0004677787644297856
1431,3430.0,0.0004677787644297856
2249,5377.0,0.0004677787644297856
151,364.0,0.0004677787644297856
2873,6931.0,0.0004677787644297856
2910,7005.0,0.0004677787644297856
1711,4072.0,0.00045985031079538247
5035,11992.0,0.00045985031079538247
2265,5424.0,0.00045985031079538247
760,1800.0,0.00045985031079538247
759,1799.0,0.00045985031079538247
3140,7541.0,0.00045985031079538247
2961,7128.0,0.00045985031079538247
1043,2483.0,0.00045985031079538247
4697,11190.0,0.00045985031079538247
4471,10678.0,0.00045985031079538247
1980,4752.0,0.00045985031079538247
4716,11233.0,0.00045985031079538247
4839,11516.0,0.00045985031079538247
2595,6251.0,0.00045985031079538247
4624,11043.0,0.00045985031079538247
1503,3581.0,0.00045985031079538247
1046,2490.0,0.00045192185716097933
4284,10250.0,0.00045192185716097933
2198,5233.0,0.00045192185716097933
1536,3649.0,0.00045192185716097933
2382,5744.0,0.00045192185716097933
4290,10269.0,0.00045192185716097933
3463,8281.0,0.00045192185716097933
991,2350.0,0.00045192185716097933
3303,7893.0,0.00045192185716097933
536,1262.0,0.00045192185716097933
486,1148.0,0.00045192185716097933
3260,7817.0,0.00045192185716097933
1211,2886.0,0.00045192185716097933
3252,7804.0,0.00045192185716097933
3720,8885.0,0.00045192185716097933
4305,10299.0,0.00045192185716097933
4277,10237.0,0.00045192185716097933
4730,11271.0,0.00045192185716097933
4407,10551.0,0.00045192185716097933
4366,10470.0,0.00045192185716097933
3966,9538.0,0.00045192185716097933
4790,11402.0,0.00045192185716097933
4614,11013.0,0.00045192185716097933
4900,11674.0,0.00045192185716097933
4492,10714.0,0.00045192185716097933
1054,2510.0,0.0004439934035265762
2707,6533.0,0.0004439934035265762
4769,11356.0,0.0004439934035265762
4535,10839.0,0.0004439934035265762
774,1832.0,0.0004439934035265762
3412,8171.0,0.0004439934035265762
243,575.0,0.0004439934035265762
3766,9014.0,0.0004439934035265762
4167,9994.0,0.0004439934035265762
2564,6181.0,0.0004439934035265762
1279,3063.0,0.0004439934035265762
1592,3773.0,0.0004439934035265762
3115,7481.0,0.0004439934035265762
4383,10496.0,0.0004439934035265762
326,783.0,0.0004439934035265762
2943,7072.0,0.0004439934035265762
4725,11256.0,0.0004439934035265762
4255,10193.0,0.0004439934035265762
680,1599.0,0.0004439934035265762
1317,3165.0,0.0004439934035265762
34,77.0,0.0004439934035265762
3287,7869.0,0.0004439934035265762
274,666.0,0.0004439934035265762
3505,8382.0,0.000436064949892173
1638,3882.0,0.000436064949892173
971,2297.0,0.000436064949892173
4987,11889.0,0.000436064949892173
4912,11707.0,0.000436064949892173
332,800.0,0.000436064949892173
2969,7139.0,0.000436064949892173
4861,11568.0,0.000436064949892173
2380,5738.0,0.000436064949892173
2378,5734.0,0.000436064949892173
2508,6038.0,0.000436064949892173
1632,3871.0,0.000436064949892173
2470,5927.0,0.000436064949892173
1333,3204.0,0.000436064949892173
4746,11305.0,0.000436064949892173
1757,4182.0,0.000436064949892173
2630,6340.0,0.000436064949892173
962,2278.0,0.000436064949892173
3952,9505.0,0.000436064949892173
4362,10463.0,0.000436064949892173
3497,8369.0,0.000436064949892173
4493,10715.0,0.000436064949892173
390,937.0,0.00042813649625776987
368,878.0,0.00042813649625776987
336,807.0,0.00042813649625776987
521,1229.0,0.00042813649625776987
567,1344.0,0.00042813649625776987
423,1014.0,0.00042813649625776987
653,1537.0,0.00042813649625776987
4375,10483.0,0.00042813649625776987
2443,5877.0,0.00042813649625776987
3671,8751.0,0.00042813649625776987
3851,9248.0,0.00042813649625776987
2429,5848.0,0.00042813649625776987
4427,10590.0,0.00042813649625776987
2629,6339.0,0.00042813649625776987
4205,10076.0,0.00042813649625776987
4120,9908.0,0.00042813649625776987
2055,4938.0,0.00042813649625776987
131,305.0,0.00042813649625776987
4452,10643.0,0.00042813649625776987
1607,3809.0,0.00042813649625776987
3892,9348.0,0.00042813649625776987
155,374.0,0.00042813649625776987
3707,8849.0,0.00042813649625776987
1777,4239.0,0.00042813649625776987
2547,6142.0,0.00042813649625776987
1010,2392.0,0.00042813649625776987
4118,9904.0,0.00042813649625776987
2558,6165.0,0.00042813649625776987
4007,9612.0,0.00042813649625776987
1438,3442.0,0.00042813649625776987
2942,7070.0,0.00042813649625776987
1461,3492.0,0.00042813649625776987
3904,9396.0,0.00042813649625776987
2211,5269.0,0.00042813649625776987
28,61.0,0.00042813649625776987
3218,7730.0,0.00042813649625776987
2051,4926.0,0.00042020804262336674
1245,2979.0,0.00042020804262336674
4815,11460.0,0.00042020804262336674
3023,7260.0,0.00042020804262336674
3768,9020.0,0.00042020804262336674
2871,6918.0,0.00042020804262336674
4430,10600.0,0.00042020804262336674
676,1594.0,0.00042020804262336674
1626,3848.0,0.00042020804262336674
4792,11404.0,0.00042020804262336674
4367,10474.0,0.00042020804262336674
3906,9399.0,0.00042020804262336674
4371,10478.0,0.00042020804262336674
1669,3963.0,0.00042020804262336674
4212,10094.0,0.00042020804262336674
4169,9996.0,0.00042020804262336674
4210,10089.0,0.00042020804262336674
3719,8882.0,0.00042020804262336674
1611,3822.0,0.00042020804262336674
473,1121.0,0.00042020804262336674
4434,10606.0,0.00042020804262336674
387,921.0,0.00042020804262336674
2998,7196.0,0.00042020804262336674
2475,5949.0,0.00042020804262336674
2674,6452.0,0.00042020804262336674
1005,2377.0,0.00042020804262336674
3826,9185.0,0.0004122795889889636
886,2090.0,0.0004122795889889636
502,1184.0,0.0004122795889889636
477,1133.0,0.0004122795889889636
4470,10676.0,0.0004122795889889636
3695,8823.0,0.0004122795889889636
2219,5283.0,0.0004122795889889636
989,2346.0,0.0004122795889889636
4132,9934.0,0.0004122795889889636
1971,4728.0,0.0004122795889889636
3686,8789.0,0.0004122795889889636
584,1389.0,0.0004122795889889636
787,1868.0,0.0004122795889889636
2710,6540.0,0.0004122795889889636
967,2287.0,0.0004122795889889636
5011,11948.0,0.0004122795889889636
1115,2642.0,0.0004122795889889636
3369,8081.0,0.0004122795889889636
2560,6168.0,0.0004122795889889636
4774,11363.0,0.0004122795889889636
3429,8223.0,0.0004122795889889636
1793,4283.0,0.00040435113535456046
4217,10103.0,0.00040435113535456046
1526,3628.0,0.00040435113535456046
1502,3578.0,0.00040435113535456046
2379,5735.0,0.00040435113535456046
2497,6010.0,0.00040435113535456046
3786,9067.0,0.00040435113535456046
2727,6578.0,0.00040435113535456046
3717,8876.0,0.00040435113535456046
1417,3397.0,0.00040435113535456046
4832,11500.0,0.00040435113535456046
4333,10386.0,0.00040435113535456046
1124,2669.0,0.00040435113535456046
1219,2902.0,0.00040435113535456046
3983,9572.0,0.00040435113535456046
718,1690.0,0.00040435113535456046
4508,10763.0,0.00040435113535456046
351,833.0,0.00040435113535456046
3612,8628.0,0.00040435113535456046
2995,7192.0,0.00040435113535456046
2185,5202.0,0.00040435113535456046
887,2095.0,0.00040435113535456046
501,1182.0,0.0003964226817201573
4474,10682.0,0.0003964226817201573
4189,10046.0,0.0003964226817201573
4026,9668.0,0.0003964226817201573
1568,3722.0,0.0003964226817201573
344,819.0,0.0003964226817201573
4032,9680.0,0.0003964226817201573
1440,3445.0,0.0003964226817201573
3651,8710.0,0.0003964226817201573
4519,10793.0,0.0003964226817201573
2534,6098.0,0.0003964226817201573
4997,11910.0,0.0003964226817201573
4920,11726.0,0.0003964226817201573
2293,5498.0,0.0003964226817201573
172,416.0,0.0003964226817201573
4678,11154.0,0.0003964226817201573
4994,11903.0,0.0003964226817201573
2755,6656.0,0.0003964226817201573
587,1393.0,0.0003964226817201573
3928,9447.0,0.0003964226817201573
1345,3239.0,0.0003964226817201573
114,272.0,0.0003964226817201573
1422,3410.0,0.0003964226817201573
4878,11605.0,0.0003964226817201573
4610,11008.0,0.0003964226817201573
617,1460.0,0.0003964226817201573
2909,7004.0,0.0003964226817201573
4423,10584.0,0.0003964226817201573
74,181.0,0.0003964226817201573
1334,3207.0,0.0003964226817201573
3030,7271.0,0.00038849422808575414
2980,7160.0,0.00038849422808575414
964,2283.0,0.00038849422808575414
4392,10517.0,0.00038849422808575414
1221,2906.0,0.00038849422808575414
975,2305.0,0.00038849422808575414
3385,8113.0,0.00038849422808575414
3317,7944.0,0.00038849422808575414
3420,8196.0,0.00038849422808575414
2280,5461.0,0.00038849422808575414
2291,5490.0,0.00038849422808575414
1118,2647.0,0.00038849422808575414
3283,7862.0,0.00038849422808575414
730,1728.0,0.00038849422808575414
2321,5557.0,0.00038849422808575414
2323,5559.0,0.00038849422808575414
1887,4512.0,0.00038849422808575414
3490,8346.0,0.00038849422808575414
1311,3149.0,0.00038849422808575414
4231,10142.0,0.00038849422808575414
3546,8474.0,0.00038849422808575414
570,1357.0,0.00038849422808575414
1532,3640.0,0.00038849422808575414
3562,8505.0,0.00038849422808575414
3117,7483.0,0.00038849422808575414
526,1239.0,0.00038849422808575414
4526,10812.0,0.00038849422808575414
1061,2525.0,0.00038849422808575414
901,2129.0,0.00038849422808575414
3785,9066.0,0.00038849422808575414
2667,6431.0,0.00038849422808575414
2638,6364.0,0.00038849422808575414
2665,6429.0,0.00038849422808575414
289,697.0,0.00038849422808575414
3793,9095.0,0.00038849422808575414
3685,8784.0,0.00038849422808575414
26,58.0,0.00038849422808575414
1499,3574.0,0.000380565774451351
4706,11208.0,0.000380565774451351
3943,9472.0,0.000380565774451351
221,533.0,0.000380565774451351
1023,2416.0,0.000380565774451351
265,636.0,0.000380565774451351
474,1122.0,0.000380565774451351
2804,6764.0,0.000380565774451351
2536,6109.0,0.000380565774451351
1307,3136.0,0.000380565774451351
2344,5629.0,0.000380565774451351
4953,11806.0,0.000380565774451351
2610,6297.0,0.000380565774451351
1896,4529.0,0.000380565774451351
1689,4012.0,0.000380565774451351
2139,5095.0,0.000380565774451351
621,1467.0,0.000380565774451351
619,1464.0,0.000380565774451351
2077,4980.0,0.000380565774451351
1196,2843.0,0.000380565774451351
337,809.0,0.000380565774451351
3021,7257.0,0.000380565774451351
4419,10576.0,0.000380565774451351
1663,3952.0,0.000380565774451351
2245,5368.0,0.000380565774451351
1231,2934.0,0.000380565774451351
2115,5042.0,0.000380565774451351
2676,6457.0,0.000380565774451351
4692,11178.0,0.000380565774451351
4681,11159.0,0.000380565774451351
4550,10874.0,0.000380565774451351
2125,5061.0,0.000380565774451351
4775,11366.0,0.000380565774451351
2654,6404.0,0.000380565774451351
4219,10113.0,0.00037263732081694787
822,1940.0,0.00037263732081694787
4220,10114.0,0.00037263732081694787
794,1885.0,0.00037263732081694787
2600,6263.0,0.00037263732081694787
1736,4137.0,0.00037263732081694787
3838,9211.0,0.00037263732081694787
734,1740.0,0.00037263732081694787
3130,7519.0,0.00037263732081694787
1557,3704.0,0.00037263732081694787
3982,9571.0,0.00037263732081694787
4160,9980.0,0.00037263732081694787
840,1978.0,0.00037263732081694787
2431,5853.0,0.00037263732081694787
296,710.0,0.00037263732081694787
4758,11331.0,0.00037263732081694787
3669,8744.0,0.00037263732081694787
42,102.0,0.00037263732081694787
3549,8479.0,0.00037263732081694787
1651,3916.0,0.00037263732081694787
4033,9681.0,0.00037263732081694787
3918,9430.0,0.00037263732081694787
3986,9580.0,0.00037263732081694787
4060,9741.0,0.00037263732081694787
245,578.0,0.00037263732081694787
1383,3320.0,0.00037263732081694787
4586,10959.0,0.00037263732081694787
3708,8850.0,0.00037263732081694787
2194,5225.0,0.00037263732081694787
4081,9804.0,0.00037263732081694787
3351,8037.0,0.00037263732081694787
137,319.0,0.00037263732081694787
2659,6412.0,0.00037263732081694787
4776,11367.0,0.00037263732081694787
3878,9317.0,0.00037263732081694787
4077,9792.0,0.00037263732081694787
2570,6200.0,0.00037263732081694787
3378,8101.0,0.00037263732081694787
1772,4227.0,0.00037263732081694787
3014,7238.0,0.00037263732081694787
1983,4762.0,0.00037263732081694787
1398,3345.0,0.00037263732081694787
2894,6976.0,0.00037263732081694787
3588,8573.0,0.00037263732081694787
1214,2891.0,0.00037263732081694787
2843,6861.0,0.00037263732081694787
2407,5793.0,0.00036470886718254473
3890,9342.0,0.00036470886718254473
4042,9705.0,0.00036470886718254473
1856,4445.0,0.00036470886718254473
4897,11664.0,0.00036470886718254473
2836,6840.0,0.00036470886718254473
147,355.0,0.00036470886718254473
1269,3046.0,0.00036470886718254473
1267,3034.0,0.00036470886718254473
1266,3032.0,0.00036470886718254473
160,391.0,0.00036470886718254473
3285,7866.0,0.00036470886718254473
166,404.0,0.00036470886718254473
148,356.0,0.00036470886718254473
4273,10227.0,0.00036470886718254473
1978,4747.0,0.00036470886718254473
4852,11549.0,0.00036470886718254473
203,490.0,0.00036470886718254473
1456,3482.0,0.00036470886718254473
2248,5376.0,0.00036470886718254473
2786,6731.0,0.00036470886718254473
3426,8211.0,0.00036470886718254473
803,1896.0,0.00036470886718254473
2234,5323.0,0.00036470886718254473
4956,11810.0,0.00036470886718254473
2225,5299.0,0.00036470886718254473
4117,9895.0,0.00036470886718254473
4772,11360.0,0.00036470886718254473
1938,4644.0,0.00036470886718254473
4724,11254.0,0.00036470886718254473
2318,5547.0,0.00036470886718254473
116,274.0,0.00036470886718254473
2605,6279.0,0.00036470886718254473
4594,10975.0,0.00036470886718254473
4126,9926.0,0.00036470886718254473
704,1650.0,0.00036470886718254473
1549,3677.0,0.00036470886718254473
1553,3693.0,0.00036470886718254473
216,512.0,0.00036470886718254473
1436,3439.0,0.00036470886718254473
4129,9930.0,0.00036470886718254473
1560,3708.0,0.00036470886718254473
1208,2878.0,0.00036470886718254473
4487,10707.0,0.00036470886718254473
1,4.0,0.00036470886718254473
363,864.0,0.00036470886718254473
428,1020.0,0.00036470886718254473
1812,4329.0,0.00036470886718254473
2420,5823.0,0.00036470886718254473
3642,8699.0,0.00036470886718254473
1779,4242.0,0.00036470886718254473
4982,11874.0,0.00036470886718254473
2451,5887.0,0.0003567804135481416
1423,3412.0,0.0003567804135481416
3980,9568.0,0.0003567804135481416
4150,9964.0,0.0003567804135481416
3036,7281.0,0.0003567804135481416
48,114.0,0.0003567804135481416
1483,3538.0,0.0003567804135481416
2374,5715.0,0.0003567804135481416
3383,8111.0,0.0003567804135481416
77,188.0,0.0003567804135481416
3951,9504.0,0.0003567804135481416
2401,5780.0,0.0003567804135481416
607,1436.0,0.0003567804135481416
2251,5382.0,0.0003567804135481416
4065,9748.0,0.0003567804135481416
2253,5386.0,0.0003567804135481416
3770,9023.0,0.0003567804135481416
577,1369.0,0.0003567804135481416
4659,11114.0,0.0003567804135481416
1329,3191.0,0.0003567804135481416
748,1771.0,0.0003567804135481416
853,2001.0,0.0003567804135481416
248,586.0,0.0003567804135481416
134,313.0,0.0003567804135481416
1797,4288.0,0.0003567804135481416
280,682.0,0.0003567804135481416
3963,9532.0,0.0003567804135481416
4363,10465.0,0.0003567804135481416
1401,3356.0,0.0003567804135481416
3097,7429.0,0.0003567804135481416
3042,7296.0,0.0003567804135481416
2489,5990.0,0.0003567804135481416
4740,11288.0,0.0003567804135481416
900,2125.0,0.0003567804135481416
2334,5604.0,0.0003567804135481416
4907,11693.0,0.0003567804135481416
899,2124.0,0.0003567804135481416
1158,2757.0,0.0003567804135481416
2928,7039.0,0.0003567804135481416
4003,9607.0,0.0003567804135481416
1164,2766.0,0.0003567804135481416
4061,9742.0,0.0003567804135481416
1692,4016.0,0.0003567804135481416
433,1036.0,0.0003488519599137384
242,573.0,0.0003488519599137384
3940,9464.0,0.0003488519599137384
4372,10479.0,0.0003488519599137384
604,1430.0,0.0003488519599137384
4966,11838.0,0.0003488519599137384
2228,5308.0,0.0003488519599137384
247,583.0,0.0003488519599137384
312,742.0,0.0003488519599137384
3374,8092.0,0.0003488519599137384
2506,6029.0,0.0003488519599137384
3376,8097.0,0.0003488519599137384
4991,11900.0,0.0003488519599137384
2093,5007.0,0.0003488519599137384
620,1466.0,0.0003488519599137384
120,279.0,0.0003488519599137384
4661,11119.0,0.0003488519599137384
2240,5358.0,0.0003488519599137384
2584,6229.0,0.0003488519599137384
1931,4625.0,0.0003488519599137384
4391,10516.0,0.0003488519599137384
300,719.0,0.0003488519599137384
3093,7419.0,0.0003488519599137384
3008,7230.0,0.0003488519599137384
4006,9611.0,0.0003488519599137384
2526,6075.0,0.0003488519599137384
9,16.0,0.0003488519599137384
833,1961.0,0.0003488519599137384
4604,10999.0,0.0003488519599137384
2626,6328.0,0.0003488519599137384
4107,9865.0,0.0003488519599137384
3916,9426.0,0.0003488519599137384
1067,2545.0,0.0003488519599137384
2621,6321.0,0.0003488519599137384
2046,4912.0,0.0003488519599137384
842,1981.0,0.0003488519599137384
250,588.0,0.0003488519599137384
529,1247.0,0.0003488519599137384
4958,11814.0,0.0003488519599137384
2571,6203.0,0.0003488519599137384
1044,2486.0,0.0003488519599137384
830,1955.0,0.0003488519599137384
2414,5805.0,0.0003488519599137384
205,492.0,0.0003488519599137384
5016,11960.0,0.0003488519599137384
1446,3457.0,0.0003488519599137384
2819,6800.0,0.0003488519599137384
4540,10848.0,0.0003488519599137384
2967,7135.0,0.0003488519599137384
3855,9254.0,0.0003488519599137384
1253,3002.0,0.00034092350627933527
100,242.0,0.00034092350627933527
3645,8703.0,0.00034092350627933527
3197,7678.0,0.00034092350627933527
4665,11128.0,0.00034092350627933527
3194,7671.0,0.00034092350627933527
4059,9740.0,0.00034092350627933527
825,1945.0,0.00034092350627933527
4588,10961.0,0.00034092350627933527
1806,4309.0,0.00034092350627933527
1073,2567.0,0.00034092350627933527
1262,3026.0,0.00034092350627933527
503,1185.0,0.00034092350627933527
4280,10245.0,0.00034092350627933527
4719,11242.0,0.00034092350627933527
1822,4342.0,0.00034092350627933527
1909,4575.0,0.00034092350627933527
3431,8225.0,0.00034092350627933527
813,1926.0,0.00034092350627933527
1684,4000.0,0.00034092350627933527
2079,4984.0,0.00034092350627933527
4785,11387.0,0.00034092350627933527
3675,8758.0,0.00034092350627933527
2276,5452.0,0.00034092350627933527
2889,6966.0,0.00034092350627933527
4787,11391.0,0.00034092350627933527
4070,9763.0,0.00034092350627933527
96,233.0,0.00034092350627933527
4743,11300.0,0.00034092350627933527
4052,9727.0,0.00034092350627933527
2681,6465.0,0.00034092350627933527
4721,11246.0,0.00034092350627933527
2613,6301.0,0.00034092350627933527
5004,11930.0,0.00034092350627933527
2581,6226.0,0.00034092350627933527
2199,5235.0,0.00034092350627933527
3421,8197.0,0.00034092350627933527
3261,7818.0,0.00034092350627933527
1238,2954.0,0.00034092350627933527
574,1364.0,0.00034092350627933527
1556,3702.0,0.00034092350627933527
2853,6885.0,0.00034092350627933527
4960,11822.0,0.00034092350627933527
4310,10309.0,0.00034092350627933527
2842,6858.0,0.00034092350627933527
427,1019.0,0.00034092350627933527
2089,5003.0,0.00034092350627933527
3451,8261.0,0.00034092350627933527
301,720.0,0.00034092350627933527
1616,3833.0,0.00034092350627933527
3204,7697.0,0.00034092350627933527
1150,2735.0,0.00034092350627933527
2205,5254.0,0.00034092350627933527
3657,8721.0,0.00034092350627933527
712,1668.0,0.00033299505264493213
4694,11181.0,0.00033299505264493213
1734,4133.0,0.00033299505264493213
283,687.0,0.00033299505264493213
1139,2706.0,0.00033299505264493213
1976,4743.0,0.00033299505264493213
3424,8203.0,0.00033299505264493213
1407,3371.0,0.00033299505264493213
2895,6977.0,0.00033299505264493213
4339,10402.0,0.00033299505264493213
398,956.0,0.00033299505264493213
821,1936.0,0.00033299505264493213
4324,10338.0,0.00033299505264493213
892,2109.0,0.00033299505264493213
1511,3600.0,0.00033299505264493213
2966,7134.0,0.00033299505264493213
1458,3484.0,0.00033299505264493213
2772,6697.0,0.00033299505264493213
2279,5460.0,0.00033299505264493213
4225,10128.0,0.00033299505264493213
340,812.0,0.00033299505264493213
3337,8000.0,0.00033299505264493213
2134,5077.0,0.00033299505264493213
3373,8090.0,0.00033299505264493213
3913,9418.0,0.00033299505264493213
3365,8069.0,0.00033299505264493213
4666,11131.0,0.00033299505264493213
2937,7058.0,0.00033299505264493213
3736,8928.0,0.00033299505264493213
109,258.0,0.00033299505264493213
1029,2434.0,0.00033299505264493213
1314,3158.0,0.00033299505264493213
5019,11965.0,0.00033299505264493213
4267,10221.0,0.00033299505264493213
2387,5752.0,0.00033299505264493213
1842,4410.0,0.00033299505264493213
2164,5158.0,0.00033299505264493213
1186,2816.0,0.00033299505264493213
3045,7303.0,0.00033299505264493213
3186,7645.0,0.00033299505264493213
2409,5796.0,0.00033299505264493213
135,316.0,0.00033299505264493213
4558,10894.0,0.00033299505264493213
3381,8108.0,0.00033299505264493213
3040,7294.0,0.00033299505264493213
369,879.0,0.00033299505264493213
516,1218.0,0.00033299505264493213
3603,8609.0,0.00033299505264493213
931,2201.0,0.00033299505264493213
1017,2405.0,0.000325066599010529
2269,5435.0,0.000325066599010529
4974,11856.0,0.000325066599010529
352,836.0,0.000325066599010529
365,870.0,0.000325066599010529
1630,3864.0,0.000325066599010529
4373,10481.0,0.000325066599010529
1885,4506.0,0.000325066599010529
3772,9025.0,0.000325066599010529
1763,4203.0,0.000325066599010529
2666,6430.0,0.000325066599010529
2994,7189.0,0.000325066599010529
4137,9939.0,0.000325066599010529
4278,10240.0,0.000325066599010529
3419,8192.0,0.000325066599010529
2392,5761.0,0.000325066599010529
2463,5908.0,0.000325066599010529
4894,11661.0,0.000325066599010529
1392,3335.0,0.000325066599010529
3561,8504.0,0.000325066599010529
4413,10567.0,0.000325066599010529
1202,2859.0,0.000325066599010529
1480,3533.0,0.000325066599010529
262,630.0,0.000325066599010529
2811,6777.0,0.000325066599010529
1389,3332.0,0.000325066599010529
3542,8468.0,0.000325066599010529
1437,3441.0,0.000325066599010529
3789,9081.0,0.000325066599010529
689,1620.0,0.000325066599010529
928,2191.0,0.000325066599010529
678,1597.0,0.000325066599010529
3028,7265.0,0.000325066599010529
3120,7489.0,0.000325066599010529
5036,11994.0,0.000325066599010529
1916,4586.0,0.000325066599010529
4983,11881.0,0.000325066599010529
1171,2777.0,0.000325066599010529
4799,11421.0,0.000325066599010529
1582,3746.0,0.000325066599010529
4390,10513.0,0.000325066599010529
3095,7425.0,0.000325066599010529
226,541.0,0.000325066599010529
2112,5037.0,0.000325066599010529
4191,10049.0,0.000325066599010529
4916,11712.0,0.000325066599010529
1732,4129.0,0.000325066599010529
1434,3435.0,0.000325066599010529
2785,6729.0,0.000325066599010529
997,2361.0,0.000325066599010529
4114,9891.0,0.000325066599010529
616,1457.0,0.000325066599010529
729,1727.0,0.000325066599010529
3162,7588.0,0.000325066599010529
4919,11720.0,0.00031713814537612586
214,508.0,0.00031713814537612586
1814,4331.0,0.00031713814537612586
3384,8112.0,0.00031713814537612586
2160,5151.0,0.00031713814537612586
2124,5060.0,0.00031713814537612586
3440,8237.0,0.00031713814537612586
4242,10165.0,0.00031713814537612586
2587,6233.0,0.00031713814537612586
4748,11307.0,0.00031713814537612586
1122,2663.0,0.00031713814537612586
178,426.0,0.00031713814537612586
1338,3220.0,0.00031713814537612586
3891,9347.0,0.00031713814537612586
2050,4921.0,0.00031713814537612586
2190,5215.0,0.00031713814537612586
361,857.0,0.00031713814537612586
3394,8129.0,0.00031713814537612586
4696,11186.0,0.00031713814537612586
3002,7212.0,0.00031713814537612586
2011,4830.0,0.00031713814537612586
4072,9771.0,0.00031713814537612586
4924,11741.0,0.00031713814537612586
132,306.0,0.00031713814537612586
4321,10334.0,0.00031713814537612586
2801,6758.0,0.00031713814537612586
