,ngram,comment,label
36,nuj,A<ng>nuj</ng> there are many more things to do in Goa 😜,NAG
37,nuj,Hi A<ng>nuj</ng> & Sonia....wats the issue with Dmart not taking part in the rally. do u think it will remain sideways in near future ?,NAG
38,nuj,Hii ... A<ng>nuj</ng> ... All commodities stocks have performed well in last few days. What about Coal India ?? Your view.,NAG
39,nuj,Thank you A<ng>nuj</ng> and Happy Navratri to you and entire CNBC team,NAG
40,vie,Plz share ur <ng>vie</ng>w on astec life??  Bought at 675,NAG
41,vie,what is the <ng>vie</ng>w on suzlon energy in <ng>vie</ng>w of the purchase by canadian solar,NAG
42,vie,What about Tata motors.. Has there been over reaction.. What's your <ng>vie</ng>w,NAG
43,vie,Anuj and Porinju of the <ng>vie</ng>w that markets will make a new high before the budget,NAG
44,vie,Hello anuj sir your <ng>vie</ng>ws on just dial after this rally will this continue or profit booking,NAG
45,vie,"Hi Anuj, can I have your <ng>vie</ng>w on Balkrishan Industries and Sun Pharma.",NAG
46,vie,Could you Ask Vishal on his <ng>vie</ng>ws on Automation and Artifical Intelligence on how to reskill people,NAG
47,vie,"Hi Anuj, your <ng>vie</ng>w on Sun Pharma, heard some rumours that a local fund is buying big on this stock",NAG
48,vie,Will u plz take <ng>vie</ng>ws Jain irrigation n dvr.. been msging since the start,NAG
49,vie,After seeing raees I din't find mo<ng>vie</ng> nor actress good :(,NAG
50,ifty,"Now n<ng>ifty</ng> above 20 day moving average, what next 50 day moving average 8359",NAG
51,ifty,please advice about Bank n<ng>ifty</ng> & how the NPA will benefit for PSU Banks ?,NAG
52,ifty,Do you see n<ng>ifty</ng> hitting all time highs within this expiry??,NAG
53,ifty,please advice about Bank n<ng>ifty</ng> & how the NPA will benefit for PSU Banks ?,NAG
54,ifty,"Bank n<ng>ifty</ng> cracked today,  where are we going now",NAG
55,ifty,Is there any chance of n<ng>ifty</ng> weekly expiry like bank n<ng>ifty</ng> expiry,NAG
56,ifty,Do you see further downside in bank n<ng>ifty</ng> till expiry?,NAG
57,ifty,What is the bottom level of n<ng>ifty</ng> end of the yera,NAG
58,ifty,Is it failed coup by N<ng>ifty</ng> at 8500? Global Markets are down as Trump rally fizzles out...,NAG
59,ifty,"Market seems to be over valued. I mean PE at all time high for Bank N<ng>ifty</ng> and Divident yields less than 1, don't you think we should correct..",NAG
60,nift,"Now <ng>nift</ng>y above 20 day moving average, what next 50 day moving average 8359",NAG
61,nift,please advice about Bank <ng>nift</ng>y & how the NPA will benefit for PSU Banks ?,NAG
62,nift,Do you see <ng>nift</ng>y hitting all time highs within this expiry??,NAG
63,nift,please advice about Bank <ng>nift</ng>y & how the NPA will benefit for PSU Banks ?,NAG
64,nift,"Bank <ng>nift</ng>y cracked today,  where are we going now",NAG
65,nift,Is there any chance of <ng>nift</ng>y weekly expiry like bank <ng>nift</ng>y expiry,NAG
66,nift,Do you see further downside in bank <ng>nift</ng>y till expiry?,NAG
67,nift,What is the bottom level of <ng>nift</ng>y end of the yera,NAG
68,nift,Is it failed coup by <ng>nift</ng>y at 8500? Global Markets are down as Trump rally fizzles out...,NAG
69,nift,"Market seems to be over valued. I mean PE at all time high for Bank <ng>nift</ng>y and Divident yields less than 1, don't you think we should correct..",NAG
70,nifty,"Now <ng>nifty</ng> above 20 day moving average, what next 50 day moving average 8359",NAG
71,nifty,please advice about Bank <ng>nifty</ng> & how the NPA will benefit for PSU Banks ?,NAG
72,nifty,Do you see <ng>nifty</ng> hitting all time highs within this expiry??,NAG
73,nifty,please advice about Bank <ng>nifty</ng> & how the NPA will benefit for PSU Banks ?,NAG
74,nifty,"Bank <ng>nifty</ng> cracked today,  where are we going now",NAG
75,nifty,Is there any chance of <ng>nifty</ng> weekly expiry like bank <ng>nifty</ng> expiry,NAG
76,nifty,Do you see further downside in bank <ng>nifty</ng> till expiry?,NAG
77,nifty,What is the bottom level of <ng>nifty</ng> end of the yera,NAG
78,nifty,Is it failed coup by <ng>nifty</ng> at 8500? Global Markets are down as Trump rally fizzles out...,NAG
79,nifty,"Market seems to be over valued. I mean PE at all time high for Bank <ng>nifty</ng> and Divident yields less than 1, don't you think we should correct..",NAG
80,stoc,This is time invest in bank <ng>stoc</ng>k specially SBI & Icici?,NAG
81,stoc,tech mahindra down nd other it <ng>stoc</ng>k up like tcs infy wipro..,NAG
82,stoc,whether Q2 expected to be good for bank <ng>stoc</ng>ks  Q2 result start from South indian bank tomorrow,NAG
83,stoc,We have followed the notification & not done any <ng>stoc</ng>k up of BS3 inventory: Pawan Goenka,NAG
84,stoc,"Hi Anuj, your view on Sun Pharma, heard some rumours that a local fund is buying big on this <ng>stoc</ng>k",NAG
85,stoc,"Indian <ng>stoc</ng>k valuations seems over valued needs downward correction, earnings growth will remain subdued --- manufacturing sector is stagnant, service sector growth is slowing declining, agriculture sector is a disaster, --- besides unemployment is at record high therefore no chance of consumption picking up, chances of below normal monsoon,",NAG
86,stoc,What would be right time to enter <ng>stoc</ng>k such as uflex pnb Gilts,NAG
87,stoc,Hii ... Anuj ... All commodities <ng>stoc</ng>ks have performed well in last few days. What about Coal India ?? Your view.,NAG
88,stoc,"Dear SJ, Please suggest 2-3 great mid cap <ng>stoc</ng>ks for next 24 months with great balance sheet and high growth potential. thx.",NAG
89,stoc,Prakash Diwan Comments on Container Corporation of India (CONCUR) on a Navratna Company and Govt of India Undertaking Logistic <ng>stoc</ng>k.,NAG
90,stock,This is time invest in bank <ng>stock</ng> specially SBI & Icici?,NAG
91,stock,tech mahindra down nd other it <ng>stock</ng> up like tcs infy wipro..,NAG
92,stock,whether Q2 expected to be good for bank <ng>stock</ng>s  Q2 result start from South indian bank tomorrow,NAG
93,stock,We have followed the notification & not done any <ng>stock</ng> up of BS3 inventory: Pawan Goenka,NAG
94,stock,"Hi Anuj, your view on Sun Pharma, heard some rumours that a local fund is buying big on this <ng>stock</ng>",NAG
95,stock,"Indian <ng>stock</ng> valuations seems over valued needs downward correction, earnings growth will remain subdued --- manufacturing sector is stagnant, service sector growth is slowing declining, agriculture sector is a disaster, --- besides unemployment is at record high therefore no chance of consumption picking up, chances of below normal monsoon,",NAG
96,stock,What would be right time to enter <ng>stock</ng> such as uflex pnb Gilts,NAG
97,stock,Hii ... Anuj ... All commodities <ng>stock</ng>s have performed well in last few days. What about Coal India ?? Your view.,NAG
98,stock,"Dear SJ, Please suggest 2-3 great mid cap <ng>stock</ng>s for next 24 months with great balance sheet and high growth potential. thx.",NAG
99,stock,Prakash Diwan Comments on Container Corporation of India (CONCUR) on a Navratna Company and Govt of India Undertaking Logistic <ng>stock</ng>.,NAG
