,ngram,comment,label
26,nice,You deserve sir . Congrats.. we look forward to see you & our company on top of world of communication.  Have a <ng>nice</ng> day sir......VR,NAG
27,nice,"<ng>nice</ng> pick
sir",NAG
28,nice,<ng>nice</ng> one!! well said!!,NAG
29,nice,<ng>nice</ng> to see CNBC TV 18 to Auranagabad.. talking to Rahul,NAG
30,y o,"----Majorit<ng>y o</ng>f Kashmiris are pro-India but are unable to assert effectively in order to bring normalcy in Kashmir hence on invitation I will be going to Kashmir where with all the pro-India Kashmiris we (through political movement) will try to bring normalcy in Kashmir and also to solve Kashmir problem as mentioned at:-

http://aapress.com/ethnicity/indian/another-opportunity-to-solve-kashmir-problem/  OR

http://www.alwihdainfo.com/Another-opportunity-to-solve-Kashmir-problem_a43528.html  OR

http://www.pakistanchristianpost.com/letterdetails.php?letterid=790 OR

https://groups.yahoo.com/neo/groups/kashmir-global-network/conversations/messages/50215 

Regards

Email: hemraj_jain@yahoo.com",NAG
31,y o,"Let us accept the fact that We have a mini Pakistan here & many pro Pakistani anti national elements exists within the country. Which are being funded by enemy countries to weaken the integrity,peace & securit<ng>y o</ng>f the nation by the help of few heavyweight traitors in politics. Be it in North- east, Kashmir or Hyderabad as long as a large section of fringe elements for their short term political or monetary gains prefer to destabilize the econom<ng>y o</ng>r national integrity following the support of external forces, resolving the issue of Pakistan or China will  be a distant dream for Mr Modi & his associates. Unless the rotten fishes are taken out from the pond we cannot expect a clean system.",NAG
32,y o,"jokes are made very seriously , this is indian wa<ng>y o</ng>f doing business -fear of uncertainty",NAG
33,y o,"Transformational and reinventing sustainable India. Also, rebuilding credibilit<ng>y o</ng>f core Hindu value of live and let live with mutual respect for all.",NAG
34,y o,"Name any minister or MLA/MP whose son is working in ARMY/BSF/CRPF or has sacrificed their lives for the nation while serving at the border?
2. Name any minister or MLA/MP whose children are going to government schools?
3. Name any minister or MLA/MP whose family is treated in common government hospitals and not big private hospitals?
4. Name any minister or MLA/MP whose children do not own big luxurious cars/homes millions of rupees?
5. Name any minister or MLA/MP whose family has not visited abroad on taxpayer’s money?
6. Name any minister or MLA/MP whose family do not stay in 5 star hotels when they visit other states within the country. 
7. Name any minister or MLA/MP whose family couldn’t get a railwa<ng>y o</ng>r plane ticket even an hour before. 
There is a big such list. They can make us fool by saying all people are equal, but the reality is what we all know and experience.",NAG
35,y o,"first decrease taxes and increase tax net.cover each and ever<ng>y o</ng>ne to pay minimum taxes. First catch politicians neta they have lots of monies,catch govt officials and bureaucrats,catch custom & excise people right from peon to top people, catch police people they too have lots of monies, catch sales and income tax people right from peon to commissioners.they have looted India.catch municipality right from peon to municipality commissioners they too have minted lots of monies.catch peons because all setting is done by PEONS.catch railway people they too minted lots of monies.catch STATE OWNED BANKS officials they too mint lots of monies.Indians are intelligent in cheating and minting monies in most unethical manners.not all but majority. We can leave behind WORLD BANK AND IMF.catch temples they too have lots of cash and gold.if you want more feedback I will give provide me your email I'd.I feel 35 CRORES INDIANS MUST PAY DIRECT OR INDIRECT TAXES. FIRST CATCH THIS CORRUPT NETAS........AND CONTROL THEM, REST WILL FALL IN LINE.....",NAG
36,y o,Person who is haveing black mone<ng>y o</ng>nly crying not people like us,NAG
37,y o,We have a RBI polic<ng>y o</ng>n Monday. Ur take on tit.,NAG
38,y o,Anuj teach me a beat the volatilit<ng>y o</ng>n the expiry day,NAG
39,y o,Ever<ng>y o</ng>ne has a date to worry. He was working against this Country as if he may remain in the same spirit for ever.,NAG
