,ngram,comment,label
30,sham,<ng>sham</ng>e <ng>sham</ng>e & then these lowly so called educated civilised popation of Pakistan claim Pakistani army to be professional soldiers .... They true are professionals but are professional terrorists ..... Certainly not soldiers .... Not only India & Indians but the global world is now understanding & recognising them as professional terrorists.,OAG
31,sham,<ng>sham</ng> on you,OAG
32,sham,Ram NATH ji Goenka must be feeling <ng>sham</ng>e on his successors...,OAG
33,sham,"Time come to close JNU  by government. 
Why this type of Institute is run by wasting our tax money. 
If JNU students have guts then please earn some money then pay your fees. 
Why tax payer money wasted. 
<ng>sham</ng>EFUL",OAG
34,sham,"The country who has an illiterate pm like modi what the people can expect from him 
People are dying in india without home and food but pm busy in making adhaar card for animal 
It's really a <ng>sham</ng>eful situation for 125 crore indian",OAG
35,sham,"#ENTERTAINMENT | After #NiaSharma was slut-<ng>sham</ng>ed for posting a music video, the actor had the perfect response: she posted a second video!",OAG
36,sham,They were muslims and they were not stealing cows but you extremism has killed both of them.. Such a Terror country who owned himself as a democrat  but infact they are extremist .. Such a <ng>sham</ng>e!,OAG
37,sham,<ng>sham</ng>e on shiv sena ...he should have been thrown out of party !!!,OAG
38,sham,The main issue behind these <ng>sham</ng>eful acts is radical Islamic mindset .....islam can't digest any other religion this is a fact and it can't be overshadowed by some fake excuses....,OAG
39,sham,<ng>sham</ng>e on Indian Express,OAG
40,shame,<ng>shame</ng> <ng>shame</ng> & then these lowly so called educated civilised popation of Pakistan claim Pakistani army to be professional soldiers .... They true are professionals but are professional terrorists ..... Certainly not soldiers .... Not only India & Indians but the global world is now understanding & recognising them as professional terrorists.,OAG
41,shame,Ram NATH ji Goenka must be feeling <ng>shame</ng> on his successors...,OAG
42,shame,"Time come to close JNU  by government. 
Why this type of Institute is run by wasting our tax money. 
If JNU students have guts then please earn some money then pay your fees. 
Why tax payer money wasted. 
<ng>shame</ng>FUL",OAG
43,shame,"The country who has an illiterate pm like modi what the people can expect from him 
People are dying in india without home and food but pm busy in making adhaar card for animal 
It's really a <ng>shame</ng>ful situation for 125 crore indian",OAG
44,shame,"#ENTERTAINMENT | After #NiaSharma was slut-<ng>shame</ng>d for posting a music video, the actor had the perfect response: she posted a second video!",OAG
45,shame,They were muslims and they were not stealing cows but you extremism has killed both of them.. Such a Terror country who owned himself as a democrat  but infact they are extremist .. Such a <ng>shame</ng>!,OAG
46,shame,<ng>shame</ng> on shiv sena ...he should have been thrown out of party !!!,OAG
47,shame,The main issue behind these <ng>shame</ng>ful acts is radical Islamic mindset .....islam can't digest any other religion this is a fact and it can't be overshadowed by some fake excuses....,OAG
48,shame,<ng>shame</ng> on Indian Express,OAG
49,shame,Woman <ng>shame</ng> on u,OAG
50,dio,"Now this i<ng>dio</ng>t realises truth after being slave of a Single family rule , who destroyed our nation all these years !!!!!!!!!!!!!!!!!",OAG
51,dio,This guy doesn't know previous SP govt n its leaders r full of goons ....i<ng>dio</ng>t,OAG
52,dio,THIS I<ng>dio</ng>T DOESNOT KNOW THAT PRESIDENT IS FAR MORE STRONG THAN ANY OTHER FORM OF RULE.,OAG
53,dio,Some Rascals r deaf n blind in after the hearing fact in this video n proof given by Modiji. I<ng>dio</ng>ts jus watch n understand if u find him gulity in any proof given by him SUE MODIJI.,OAG
54,dio,You have just proved your ugly insi<ng>dio</ng>us psycopath mind. So you say it's alright for an Arab or a any Muslim to be shot because he deserves to be. Don't you think humans are humans and that they all feel pain?,OAG
55,dio,That's what you Congress i<ng>dio</ng>ts were doing for six decades.you fool this is time for action.Better if you keep your mouth shut.,OAG
56,dio,Fahad such an helpless i<ng>dio</ng>t you are you need doctor,OAG
57,dio,You sd take care of Farah khan who is out of ur hands i<ng>dio</ng>t.Children are not allowed to tweet over political issue,OAG
58,dio,"I<ng>dio</ng>t gadhe,  buy all the cows in India n keep it safe in your home..instead,  If u come to my place n try to stop me when I cut my cow for beef biriyani,  I'll cut your cock too.. Mind it",OAG
59,dio,People of Kerala will give befitting reply to these BJP i<ng>dio</ng>ts. They Are wise than other northern States,OAG
60,hame,S<ng>hame</ng> s<ng>hame</ng> & then these lowly so called educated civilised popation of Pakistan claim Pakistani army to be professional soldiers .... They true are professionals but are professional terrorists ..... Certainly not soldiers .... Not only India & Indians but the global world is now understanding & recognising them as professional terrorists.,OAG
61,hame,Ram NATH ji Goenka must be feeling s<ng>hame</ng> on his successors...,OAG
62,hame,"Time come to close JNU  by government. 
Why this type of Institute is run by wasting our tax money. 
If JNU students have guts then please earn some money then pay your fees. 
Why tax payer money wasted. 
S<ng>hame</ng>FUL",OAG
63,hame,"The country who has an illiterate pm like modi what the people can expect from him 
People are dying in india without home and food but pm busy in making adhaar card for animal 
It's really a s<ng>hame</ng>ful situation for 125 crore indian",OAG
64,hame,"#ENTERTAINMENT | After #NiaSharma was slut-s<ng>hame</ng>d for posting a music video, the actor had the perfect response: she posted a second video!",OAG
65,hame,They were muslims and they were not stealing cows but you extremism has killed both of them.. Such a Terror country who owned himself as a democrat  but infact they are extremist .. Such a s<ng>hame</ng>!,OAG
66,hame,S<ng>hame</ng> on shiv sena ...he should have been thrown out of party !!!,OAG
67,hame,The main issue behind these s<ng>hame</ng>ful acts is radical Islamic mindset .....islam can't digest any other religion this is a fact and it can't be overshadowed by some fake excuses....,OAG
68,hame,S<ng>hame</ng> on Indian Express,OAG
69,hame,Woman s<ng>hame</ng> on u,OAG
70,iot,"Now this id<ng>iot</ng> realises truth after being slave of a Single family rule , who destroyed our nation all these years !!!!!!!!!!!!!!!!!",OAG
71,iot,This guy doesn't know previous SP govt n its leaders r full of goons ....id<ng>iot</ng>,OAG
72,iot,THIS ID<ng>iot</ng> DOESNOT KNOW THAT PRESIDENT IS FAR MORE STRONG THAN ANY OTHER FORM OF RULE.,OAG
73,iot,Some Rascals r deaf n blind in after the hearing fact in this video n proof given by Modiji. Id<ng>iot</ng>s jus watch n understand if u find him gulity in any proof given by him SUE MODIJI.,OAG
74,iot,"A North Indian party that is unpatr<ng>iot</ng>ic, n spreading hate . Like the Muslims they also have a large base of illiterate Hindus who are being frightened that their religion is in danger ha ha ha !",OAG
75,iot,That's what you Congress id<ng>iot</ng>s were doing for six decades.you fool this is time for action.Better if you keep your mouth shut.,OAG
76,iot,Fahad such an helpless id<ng>iot</ng> you are you need doctor,OAG
77,iot,You sd take care of Farah khan who is out of ur hands id<ng>iot</ng>.Children are not allowed to tweet over political issue,OAG
78,iot,"Id<ng>iot</ng> gadhe,  buy all the cows in India n keep it safe in your home..instead,  If u come to my place n try to stop me when I cut my cow for beef biriyani,  I'll cut your cock too.. Mind it",OAG
79,iot,People of Kerala will give befitting reply to these BJP id<ng>iot</ng>s. They Are wise than other northern States,OAG
80, idio,"Now this<ng> idio</ng>t realises truth after being slave of a Single family rule , who destroyed our nation all these years !!!!!!!!!!!!!!!!!",OAG
81, idio,THIS<ng> idio</ng>T DOESNOT KNOW THAT PRESIDENT IS FAR MORE STRONG THAN ANY OTHER FORM OF RULE.,OAG
82, idio,Some Rascals r deaf n blind in after the hearing fact in this video n proof given by Modiji.<ng> idio</ng>ts jus watch n understand if u find him gulity in any proof given by him SUE MODIJI.,OAG
83, idio,That's what you Congress<ng> idio</ng>ts were doing for six decades.you fool this is time for action.Better if you keep your mouth shut.,OAG
84, idio,Fahad such an helpless<ng> idio</ng>t you are you need doctor,OAG
85, idio,You sd take care of Farah khan who is out of ur hands<ng> idio</ng>t.Children are not allowed to tweet over political issue,OAG
86, idio,People of Kerala will give befitting reply to these BJP<ng> idio</ng>ts. They Are wise than other northern States,OAG
87, idio,It is shame some MP are not suitable for parliament they only come to be elected for filling their pockets and<ng> idio</ng>ts are paid for doing nothing.,OAG
88, idio,"Why so, you need lakh of Rs to have descent dinner. Don't you people use cards or don't know how to use cards.<ng> idio</ng>ts!",OAG
89, idio,Its nt hindu state its demortc state u cnt hold any right u r equal undr law joke wt hindus wnt ha to c women body without bukha wt did u wnt thn y u r protctsng agains5 burkha... for indian independnce many muslium fought k mr its nt ur country its evryone's country who are staying here<ng> idio</ng>tt...,OAG
90, idi,"Now this<ng> idi</ng>ot realises truth after being slave of a Single family rule , who destroyed our nation all these years !!!!!!!!!!!!!!!!!",OAG
91, idi,THIS<ng> idi</ng>OT DOESNOT KNOW THAT PRESIDENT IS FAR MORE STRONG THAN ANY OTHER FORM OF RULE.,OAG
92, idi,Some Rascals r deaf n blind in after the hearing fact in this video n proof given by Modiji.<ng> idi</ng>ots jus watch n understand if u find him gulity in any proof given by him SUE MODIJI.,OAG
93, idi,That's what you Congress<ng> idi</ng>ots were doing for six decades.you fool this is time for action.Better if you keep your mouth shut.,OAG
94, idi,Fahad such an helpless<ng> idi</ng>ot you are you need doctor,OAG
95, idi,You sd take care of Farah khan who is out of ur hands<ng> idi</ng>ot.Children are not allowed to tweet over political issue,OAG
96, idi,People of Kerala will give befitting reply to these BJP<ng> idi</ng>ots. They Are wise than other northern States,OAG
97, idi,It is shame some MP are not suitable for parliament they only come to be elected for filling their pockets and<ng> idi</ng>ots are paid for doing nothing.,OAG
98, idi,"Why so, you need lakh of Rs to have descent dinner. Don't you people use cards or don't know how to use cards.<ng> idi</ng>ots!",OAG
99, idi,Its nt hindu state its demortc state u cnt hold any right u r equal undr law joke wt hindus wnt ha to c women body without bukha wt did u wnt thn y u r protctsng agains5 burkha... for indian independnce many muslium fought k mr its nt ur country its evryone's country who are staying here<ng> idi</ng>ott...,OAG
