,ngram,comment,label
33, free,#ChaoticHouseParty &#127969;&#128293;&#129305;&#127997; Tonight&#128064; - Biggest House EVER&#128551; - LADIES<ng> free</ng>&#128483; - unlimited liquor&#127867; https://t.co/wjImCgpVVD 4,spam
34, free,Listen to<ng> free</ng> SPEECH (Prod. Centaur Beatz) x MasterRoshE by Baby mf B #np on #SoundCloud https://t.co/aQnVIbjkLT,spam
35, free,"Deet<ng> free</ng> All Natural Citronella Mosquito Insect Repellent Bracelet for Kids, Toddler &amp; Adults -.. https://t.co/qixC8ilsRd",spam
36, free,#TennisForKids is back! Sign up for our<ng> free</ng> course for NEW players aged 5-8 to kick start your… https://t.co/0VlxEXFBbG,spam
37, free,Crystal Clear Plastic LCD Screen Protector Cover Film For Samsung S6<ng> free</ng> PP i https://t.co/0dyPSvkQAM https://t.co/HVuUbZ1WhI,spam
38, free,Instant Sketch Pro by CIV Graphics LLC now<ng> free</ng> on the App Store. Download via https://t.co/q3dsSHdxPy,spam
39, free,traindog17 : #dog<ng> free</ng> dog training course you'll find useful (via Twitter https://t.co/8cPiFuWymI) https://t.co/2B3Bqgict3,spam
40,fuck,BELLA ROSSI LOVES TO SUCK COCK WHILE 3 GIRLS GO ANAL! ... https://t.co/xvjc4cGDWj #<ng>fuck</ng>ING via @c4supdates https://t.co/meSrhprD2s,spam
41,fuck,RT @shaitaanjerry: Mona bhabhi getting <ng>fuck</ng>ed by her hubby's friend in front of him. https://t.co/PFGMVyFZWL,spam
42,fuck,RT @SabrinaSabrok: Sabrina Sabrok <ng>fuck</ng>ing in all positions by @SabrinaSabrok https://t.co/7VpW6UCHD7 @manyvids https://t.co/qHp7f4phtR,spam
43,fuck,Watch lesbian movie: https://t.co/TVzTdk5FjR Noelle Easton <ng>fuck</ng>ed In Yoga Pants https://t.co/bMaZUzZGiZ,spam
44,fuck,#nude callgirl videos watch girls getting <ng>fuck</ng>ed https://t.co/oOXQIxY30j,spam
45,fuck,RT @YedIin: What a <ng>fuck</ng>ing goal from Dele Alli https://t.co/UkVYY8M1Iw,spam
46,fuck,I wanna be <ng>fuck</ng>ed ! Find my name here https://t.co/scq0ypu6is https://t.co/l2z1kkXAEX,spam
47,fuck,I wanna be <ng>fuck</ng>ed ! Find my name here https://t.co/hASJHoT0sV https://t.co/wnwiJnSEMr,spam
48,fuck,RT @Pink_Yor: This is absolutely disgusting. As a sherpa I'm livid that these people have the <ng>fuck</ng>ing nerve to do this. https://t.co/1vFc15…,spam
49,fuck,I'm <ng>fuck</ng>ing here for this! https://t.co/791QaxAUmc,spam
50,fuc,BELLA ROSSI LOVES TO SUCK COCK WHILE 3 GIRLS GO ANAL! ... https://t.co/xvjc4cGDWj #<ng>fuc</ng>KING via @c4supdates https://t.co/meSrhprD2s,spam
51,fuc,RT @shaitaanjerry: Mona bhabhi getting <ng>fuc</ng>ked by her hubby's friend in front of him. https://t.co/PFGMVyFZWL,spam
52,fuc,RT @SabrinaSabrok: Sabrina Sabrok <ng>fuc</ng>king in all positions by @SabrinaSabrok https://t.co/7VpW6UCHD7 @manyvids https://t.co/qHp7f4phtR,spam
53,fuc,Watch lesbian movie: https://t.co/TVzTdk5FjR Noelle Easton <ng>fuc</ng>ked In Yoga Pants https://t.co/bMaZUzZGiZ,spam
54,fuc,#nude callgirl videos watch girls getting <ng>fuc</ng>ked https://t.co/oOXQIxY30j,spam
55,fuc,RT @YedIin: What a <ng>fuc</ng>king goal from Dele Alli https://t.co/UkVYY8M1Iw,spam
56,fuc,I wanna be <ng>fuc</ng>ked ! Find my name here https://t.co/scq0ypu6is https://t.co/l2z1kkXAEX,spam
57,fuc,I wanna be <ng>fuc</ng>ked ! Find my name here https://t.co/hASJHoT0sV https://t.co/wnwiJnSEMr,spam
58,fuc,RT @Pink_Yor: This is absolutely disgusting. As a sherpa I'm livid that these people have the <ng>fuc</ng>king nerve to do this. https://t.co/1vFc15…,spam
59,fuc,I'm <ng>fuc</ng>king here for this! https://t.co/791QaxAUmc,spam
60, fuck,RT @shaitaanjerry: Mona bhabhi getting<ng> fuck</ng>ed by her hubby's friend in front of him. https://t.co/PFGMVyFZWL,spam
61, fuck,RT @SabrinaSabrok: Sabrina Sabrok<ng> fuck</ng>ing in all positions by @SabrinaSabrok https://t.co/7VpW6UCHD7 @manyvids https://t.co/qHp7f4phtR,spam
62, fuck,Watch lesbian movie: https://t.co/TVzTdk5FjR Noelle Easton<ng> fuck</ng>ed In Yoga Pants https://t.co/bMaZUzZGiZ,spam
63, fuck,#nude callgirl videos watch girls getting<ng> fuck</ng>ed https://t.co/oOXQIxY30j,spam
64, fuck,RT @YedIin: What a<ng> fuck</ng>ing goal from Dele Alli https://t.co/UkVYY8M1Iw,spam
65, fuck,I wanna be<ng> fuck</ng>ed ! Find my name here https://t.co/scq0ypu6is https://t.co/l2z1kkXAEX,spam
66, fuck,I wanna be<ng> fuck</ng>ed ! Find my name here https://t.co/hASJHoT0sV https://t.co/wnwiJnSEMr,spam
67, fuck,RT @Pink_Yor: This is absolutely disgusting. As a sherpa I'm livid that these people have the<ng> fuck</ng>ing nerve to do this. https://t.co/1vFc15…,spam
68, fuck,I'm<ng> fuck</ng>ing here for this! https://t.co/791QaxAUmc,spam
69, fuck,you know what i<ng> fuck</ng>ing realized https://t.co/g2kob430LU,spam
70, fuc,RT @shaitaanjerry: Mona bhabhi getting<ng> fuc</ng>ked by her hubby's friend in front of him. https://t.co/PFGMVyFZWL,spam
71, fuc,RT @SabrinaSabrok: Sabrina Sabrok<ng> fuc</ng>king in all positions by @SabrinaSabrok https://t.co/7VpW6UCHD7 @manyvids https://t.co/qHp7f4phtR,spam
72, fuc,Watch lesbian movie: https://t.co/TVzTdk5FjR Noelle Easton<ng> fuc</ng>ked In Yoga Pants https://t.co/bMaZUzZGiZ,spam
73, fuc,#nude callgirl videos watch girls getting<ng> fuc</ng>ked https://t.co/oOXQIxY30j,spam
74, fuc,RT @YedIin: What a<ng> fuc</ng>king goal from Dele Alli https://t.co/UkVYY8M1Iw,spam
75, fuc,I wanna be<ng> fuc</ng>ked ! Find my name here https://t.co/scq0ypu6is https://t.co/l2z1kkXAEX,spam
76, fuc,I wanna be<ng> fuc</ng>ked ! Find my name here https://t.co/hASJHoT0sV https://t.co/wnwiJnSEMr,spam
77, fuc,RT @Pink_Yor: This is absolutely disgusting. As a sherpa I'm livid that these people have the<ng> fuc</ng>king nerve to do this. https://t.co/1vFc15…,spam
78, fuc,I'm<ng> fuc</ng>king here for this! https://t.co/791QaxAUmc,spam
79, fuc,you know what i<ng> fuc</ng>king realized https://t.co/g2kob430LU,spam
80,uck,BELLA ROSSI LOVES TO S<ng>uck</ng> COCK WHILE 3 GIRLS GO ANAL! ... https://t.co/xvjc4cGDWj #F<ng>uck</ng>ING via @c4supdates https://t.co/meSrhprD2s,spam
81,uck,RT @shaitaanjerry: Mona bhabhi getting f<ng>uck</ng>ed by her hubby's friend in front of him. https://t.co/PFGMVyFZWL,spam
82,uck,RT @SabrinaSabrok: Sabrina Sabrok f<ng>uck</ng>ing in all positions by @SabrinaSabrok https://t.co/7VpW6UCHD7 @manyvids https://t.co/qHp7f4phtR,spam
83,uck,Watch lesbian movie: https://t.co/TVzTdk5FjR Noelle Easton F<ng>uck</ng>ed In Yoga Pants https://t.co/bMaZUzZGiZ,spam
84,uck,#nude callgirl videos watch girls getting f<ng>uck</ng>ed https://t.co/oOXQIxY30j,spam
85,uck,RT @YedIin: What a f<ng>uck</ng>ing goal from Dele Alli https://t.co/UkVYY8M1Iw,spam
86,uck,I wanna be f<ng>uck</ng>ed ! Find my name here https://t.co/scq0ypu6is https://t.co/l2z1kkXAEX,spam
87,uck,I wanna be f<ng>uck</ng>ed ! Find my name here https://t.co/hASJHoT0sV https://t.co/wnwiJnSEMr,spam
88,uck,RT @Pink_Yor: This is absolutely disgusting. As a sherpa I'm livid that these people have the f<ng>uck</ng>ing nerve to do this. https://t.co/1vFc15…,spam
89,uck,I'm f<ng>uck</ng>ing here for this! https://t.co/791QaxAUmc,spam
90,fucki,BELLA ROSSI LOVES TO SUCK COCK WHILE 3 GIRLS GO ANAL! ... https://t.co/xvjc4cGDWj #<ng>fucki</ng>NG via @c4supdates https://t.co/meSrhprD2s,spam
91,fucki,RT @SabrinaSabrok: Sabrina Sabrok <ng>fucki</ng>ng in all positions by @SabrinaSabrok https://t.co/7VpW6UCHD7 @manyvids https://t.co/qHp7f4phtR,spam
92,fucki,RT @YedIin: What a <ng>fucki</ng>ng goal from Dele Alli https://t.co/UkVYY8M1Iw,spam
93,fucki,RT @Pink_Yor: This is absolutely disgusting. As a sherpa I'm livid that these people have the <ng>fucki</ng>ng nerve to do this. https://t.co/1vFc15…,spam
94,fucki,I'm <ng>fucki</ng>ng here for this! https://t.co/791QaxAUmc,spam
95,fucki,you know what i <ng>fucki</ng>ng realized https://t.co/g2kob430LU,spam
96,fucki,@Dyann057 @holachola @TPSurvivors @TobazMcSureFire @a<ng>fucki</ng>ngpen @EmojiQueen82 @EveKinley @ArmyofKek… https://t.co/JvygBnKZ6N,spam
97,fucki,RT @kidwithbigdixk2: <ng>fucki</ng>ng bunnies &#128048;&#128007; https://t.co/RiUdQNDgvL,spam
98,fucki,Filmed This Girl Dildo <ng>fucki</ng>ng In My Shower https://t.co/YyWjdFWpcN,spam
99,fucki,Horny couple make <ng>fucki</ng>ng afternoon clip https://t.co/ICTCkxhSdM,spam
