,ngram,comment,label
27,.c,a magic device from tomtop: its the Kingmax 4GB Micro SDHC without Adapter Class 6 https://t<ng>.c</ng>o/BxP7GyTXfp,spam
28,.c,BELLA ROSSI LOVES TO SUCK COCK WHILE 3 GIRLS GO ANAL! ... https://t<ng>.c</ng>o/xvjc4cGDWj #FUCKING via @c4supdates https://t<ng>.c</ng>o/meSrhprD2s,spam
29,.c,"Samsung Galaxy Tab S2 SM-T710 32GB, Wi-Fi, 8in - Black (Latest Model) https://t<ng>.c</ng>o/WKEBZ6xu80 https://t<ng>.c</ng>o/bYIrkKPB7j",spam
30,ownl,D<ng>ownl</ng>oad Wolf Hunger (SWAT) (EPUB &amp; PDF) PDF EPUB CLICK HERE &gt;&gt; https://t.co/ZNhKRAzFq7 https://t.co/GJX00VRIKl,spam
31,ownl,I just checked in at The Huntington National Bank with #mPLUSPlaces D<ng>ownl</ng>oad today! https://t.co/aMuyo54oSC,spam
32,ownl,Turn a 10 minute walk into 10 minutes' exercise. D<ng>ownl</ng>oad our app https://t.co/K3WxeQnTYD https://t.co/yHrSOghDar,spam
33,ownl,Instant Sketch Pro by CIV Graphics LLC now FREE on the App Store. D<ng>ownl</ng>oad via https://t.co/q3dsSHdxPy,spam
34,ownl,D<ng>ownl</ng>OAD &amp; ENJOY:- LOUISO (@louisoflife) =&gt; MERCY @ https://t.co/fixO7QHjTV (RT) https://t.co/z7T4elIrQh,spam
35,ownl,"@PTXofficial I pre-ordered, but it won't d<ng>ownl</ng>oad for me. Yet when I go to the ITunes Store, it shows it for sale for $1.29",spam
36,ownl,What is The Best Online #Surveys for. Make #Money #Online #MakeYour<ng>ownl</ng>ane https://t.co/piCUvgPYl5 https://t.co/pWSSD9BMfE,spam
37,ownl,"dtywn WooCommerce Account Funds D<ng>ownl</ng>oad v2.1.2 Last Updated on April 8, 2017 WooCommerce… https://t.co/qlPeVekIiT",spam
38,ownl,I just checked in at PNC Financial Services with #mPLUSPlaces D<ng>ownl</ng>oad today! https://t.co/4TbT1KKTXx,spam
39,ownl,Titanic dream session no.6 mixed by Guru SA https://t.co/60lknpm3X2 pw4Zm4Y9/file.html D<ng>ownl</ng>oad and share,spam
