,ngram,comment,label
15, i,Agh this<ng> i</ng>s so annoying cuz<ng> i</ng>m at work and<ng> i</ng> cant stop from crying so lame &#128514;&#128517;&#128514;&#128517;&#128514;&#128517;&#128514; https://t.co/sllMhGRtHc,normal
16, i,"@NBCNews @nbcmiami<ng> i</ng>'m fixing a hole where the rain gets<ng> i</ng>n and stops my mind from wandering, where<ng> i</ng>t will go . . .",normal
17, i,.@CanadiensMTL could catch slumping Rangers<ng> i</ng>n time for playoffs. VIDEO: https://t.co/bv40cVsFCt https://t.co/EvlguN0eQD,normal
18, i,Legal Test Of School's Responsibility<ng> i</ng>n $41.5 Million Hotchkiss Case - Hartford Courant https://t.co/B7IhruxDcb #PersonalInjury #news,normal
19, i,I'm torn between to rights. Every bone<ng> i</ng>n my body<ng> i</ng>s screaming be quiet and patient and<ng> i</ng>f<ng> i</ng>t's supposed to happen<ng> i</ng>t will. Listen to urself,normal
20, i ,@Oluwafemii_ @adebayoadekunzy OK... See as you just put number upandan when your creditor fit dey ma TL. Wehdone...<ng> i </ng>done RT am,normal
21, i ,Agh this is so annoying cuz im at work and<ng> i </ng>cant stop from crying so lame &#128514;&#128517;&#128514;&#128517;&#128514;&#128517;&#128514; https://t.co/sllMhGRtHc,normal
22, i ,"Hello friends, now that<ng> i </ng>have internet<ng> i </ng>was hoping everyone could link me to their blogs so<ng> i </ng>can follow y'all &amp; keep up to date thanks ❤",normal
23, i ,@aj_mcnulty It takes too long to get anywhere by bus.<ng> i </ng>agree. If you have access to a car taking bus makes no sense. Needs to change,normal
24, i ,"'You look like a keeper, can<ng> i </ng>have your number and see where it goes' &#128514;&#128514;&#128514; maaaaatee it gets worse #indisguisephysco",normal
25, i ,this is how much my life has fallen apart:<ng> i </ng>literally need to do laundry so that<ng> i </ng>can wear clothes to clean my house and do laundry,normal
26, i ,I hate to do this but stream is off tonight.<ng> i </ng>am still having major tech issues and my mood is pretty sour again...,normal
27, i ,"@Wildtenacity and or<ng> i </ng>die and or become Serum junkies - &#128420;: ""Rather self fucking TERMINATE!"" ❤️: ""You'd do NO such… https://t.co/Axns9ATnoP",normal
28, i ,happy birthday @emmadelacruz_ !!<ng> i </ng>hope your day is a amazing as you are &#128152; miss you so much and cannot wait to see… https://t.co/68Ez9lnjtv,normal
29, i ,"@SkyWilliams He needs to be at least as tall as<ng> i </ng>am when I'm wearing heels. As a 5'7"" girl, the shortest<ng> i </ng>can dat… https://t.co/ZBhveCZQuM",normal
30,. #,"If you never try, you'll never know. Change life and be happy<ng>. #</ng>MayWardforUniSilverTime #FPJAPSugurin #MDHPagtataka thirteen",normal
31,. #,An experience you don't wanna miss tomorrow 9T<ng>. #</ng>TabooAtPaparazzi #TabooAtPaparazzi #TabooAtPaparazzi @wildout_legon https://t.co/Es1pydh4Gc,normal
32,. #,Imagine turning the key to open your beautiful new home<ng>. #</ng>beautifulhome #homesforsale https://t.co/cyxGCYftAA https://t.co/tgR5ZhNpoH,normal
33,. #,"Well, @realDonaldTrump @POTUS finally got his inaugural military display. All show, little impact<ng>. #</ng>TrumpRussia #Trump Taxes",normal
34,. #,https://t.co/yxIrDlM1sz Yes the CGT should be collect by the seller and investigation should me done why govt let seller run away <ng>. #</ng>ncell,normal
35,. #,You just may be a #catnut if: you sleep in the same position all night because it annoys your cat when you move<ng>. #</ng>cats,normal
36,. #,Need to update this with the purple and gold highlights<ng>. #</ng>LakeShow @B_Ingram13 https://t.co/TK6XeLeYzw,normal
37,. #,I don't wear band merch much anymore but sporting my Death Before Dishonor shirt today<ng>. #</ng>FriendsFamilyForever https://t.co/USHm24dQUD,normal
38,. #,I have done 2 yeti based pics for this weeks #colour_collective the first one is minimalist..<ng>. #</ng>celadon… https://t.co/5cNvwJsaXb,normal
39,. #,"Bartholomew County Indivisible meeting tonight, details in link<ng>. #</ng>ColumbusIN https://t.co/QpRinYmHRK",normal
