,ngram,comment,label
10, fuc,"You are gay or antisemmitian? 

Archangel WHite Tiger

Meow! Greetingshhh!

Uh, there are two ways, why you do erased my comment about WW2, that holocaust was brutally slaying of Jews and not gays/Gypsys/Slavs/anyone...

1 - If you are anti-semitian, than shave your head bald and go to the skinhead meetings!

2 - If you doubt words of the Bible, that homosexuality is a deadly sin, make a pentagram tatoo on your forehead go to the satanistic masses with your gay pals!

3 - First and last warning, you<ng> fuc</ng>king gay - I won't appreciate if any more nazi shwain would write in my page! I don't wish to talk to you anymore!

Beware of the Dark Side!",insult
11, fuc,"you are a stupid<ng> fuc</ng>k 

and your mother's cunt stinks",insult
12, fuc,u r a tw@<ng> fuc</ng>k off u gay boy.U r smelly.Fuck ur mum poopie,insult
13, fuc,this user is such a worthless goddamn faggot<ng> fuc</ng>k you faggot,insult
14, fuc,"""

 Fuck you 

  Fuck you award go<ng> fuc</ng>k yourself   """,insult
15, fuc,"Thank you for your RACIST experimenting with the page Katherine Heigl on Wikipedia. Your test worked, and it has been reverted or removed. Please use the sandbox for any other tests you may want to do. Take a look at the welcome page to learn more about contributing to our encyclopedia. Now go FUCK YOURSELF YOU RACIST CANUCK ASSHOLE1  U HAVE NOTHING BETTER TO DO THAN CENSOR THE TRUTH U GODDAMN KKKKANUCK PIECE O TRASH///  DICKHEAD MORON MOTHERFUCKER111LOL  YOU CANUCKS R REAL RETARDS1  FUK OFF DICKWEED!  EDIT ANOTHER 1 OF MY EIDTS AND YOU'LL BE EXPEL FROM WIKI BY JIMBO YOU SOB DICKHEAD11 
SO WATCH IT MOFO PIECE OF GARBAGE RACIST MOFO ASSHOLE.  IM TRYINBG TO BE NICE HERE SO TAKE WHAT i SAY AS A COMPLIMENT!Yamla",insult
16, fuc,I NEVER FUCKING MADE THIS MOTHER FUCKING ARTICLE I JUST FUCKING EDITED IT AND THAT WAS A FUCKING LONG TIME AGO FUCKING ASSHOLES! PISSING ME OFF @,insult
17, fuc,"Hi 

Im a<ng> fuc</ng>king bitch.

50.180.208.181",insult
18, fuc,What a motherfucking piece of crap those<ng> fuc</ng>kheads for blocking us!,insult
19, fuc,Are you<ng> fuc</ng>ker mother<ng> fuc</ng>ker have nothing to do but block University computers. Go and suck cocks,insult
20,fuck,"You are gay or antisemmitian? 

Archangel WHite Tiger

Meow! Greetingshhh!

Uh, there are two ways, why you do erased my comment about WW2, that holocaust was brutally slaying of Jews and not gays/Gypsys/Slavs/anyone...

1 - If you are anti-semitian, than shave your head bald and go to the skinhead meetings!

2 - If you doubt words of the Bible, that homosexuality is a deadly sin, make a pentagram tatoo on your forehead go to the satanistic masses with your gay pals!

3 - First and last warning, you <ng>fuck</ng>ing gay - I won't appreciate if any more nazi shwain would write in my page! I don't wish to talk to you anymore!

Beware of the Dark Side!",insult
21,fuck,"FUCK YOUR FILTHY MOTHER IN THE ASS, DRY!",insult
22,fuck,=Tony Sidaway is obviously a fist<ng>fuck</ng>ee. He loves an arm up his ass.,insult
23,fuck,"you are a stupid <ng>fuck</ng> 

and your mother's cunt stinks",insult
24,fuck,"Fuck you, block me, you faggot pussy!",insult
25,fuck,"Burn Deck 

If that'd guy's burn deck is like what I think it is than he is in for a blrude awakening!!! Leviathan mother<ng>fuck</ng>er!!!",insult
26,fuck,u r a tw@ <ng>fuck</ng> off u gay boy.U r smelly.<ng>fuck</ng> ur mum poopie,insult
27,fuck,this user is such a worthless goddamn faggot <ng>fuck</ng> you faggot,insult
28,fuck,"""

 Fuck you 

  Fuck you award go <ng>fuck</ng> yourself   """,insult
29,fuck,"Fuck you 

-User:The Bohemian Shinobis yeah, that's right, bitch! You are all pieces of shit!",insult
30,fuck ,"FUCK YOUR FILTHY MOTHER IN THE ASS, DRY!",insult
31,fuck ,"you are a stupid <ng>fuck </ng>

and your mother's cunt stinks",insult
32,fuck ,"Fuck you, block me, you faggot pussy!",insult
33,fuck ,u r a tw@ <ng>fuck </ng>off u gay boy.U r smelly.<ng>fuck </ng>ur mum poopie,insult
34,fuck ,this user is such a worthless goddamn faggot <ng>fuck </ng>you faggot,insult
35,fuck ,"""

 Fuck you 

  Fuck you award go <ng>fuck </ng>yourself   """,insult
36,fuck ,"Fuck you 

-User:The Bohemian Shinobis yeah, that's right, bitch! You are all pieces of shit!",insult
37,fuck ,"Thank you for your RACIST experimenting with the page Katherine Heigl on Wikipedia. Your test worked, and it has been reverted or removed. Please use the sandbox for any other tests you may want to do. Take a look at the welcome page to learn more about contributing to our encyclopedia. Now go FUCK YOURSELF YOU RACIST CANUCK ASSHOLE1  U HAVE NOTHING BETTER TO DO THAN CENSOR THE TRUTH U GODDAMN KKKKANUCK PIECE O TRASH///  DICKHEAD MORON MOTHERFUCKER111LOL  YOU CANUCKS R REAL RETARDS1  FUK OFF DICKWEED!  EDIT ANOTHER 1 OF MY EIDTS AND YOU'LL BE EXPEL FROM WIKI BY JIMBO YOU SOB DICKHEAD11 
SO WATCH IT MOFO PIECE OF GARBAGE RACIST MOFO ASSHOLE.  IM TRYINBG TO BE NICE HERE SO TAKE WHAT i SAY AS A COMPLIMENT!Yamla",insult
38,fuck ,"Here's an idea 

Go <ng>fuck </ng>yourself, cumshitter.",insult
39,fuck ,"Fuck you, Smith. Please have me notified when you die. I want to dance on your grave.",insult
40,uck,COCKSUCKER BEFORE YOU PISS AROUND ON MY WORK,insult
41,uck,"You are gay or antisemmitian? 

Archangel WHite Tiger

Meow! Greetingshhh!

Uh, there are two ways, why you do erased my comment about WW2, that holocaust was brutally slaying of Jews and not gays/Gypsys/Slavs/anyone...

1 - If you are anti-semitian, than shave your head bald and go to the skinhead meetings!

2 - If you doubt words of the Bible, that homosexuality is a deadly sin, make a pentagram tatoo on your forehead go to the satanistic masses with your gay pals!

3 - First and last warning, you f<ng>uck</ng>ing gay - I won't appreciate if any more nazi shwain would write in my page! I don't wish to talk to you anymore!

Beware of the Dark Side!",insult
42,uck,"FUCK YOUR FILTHY MOTHER IN THE ASS, DRY!",insult
43,uck,=Tony Sidaway is obviously a fistf<ng>uck</ng>ee. He loves an arm up his ass.,insult
44,uck,A pair of jew-hating weiner nazi schm<ng>uck</ng>s.,insult
45,uck,"you are a stupid f<ng>uck</ng> 

and your mother's cunt stinks",insult
46,uck,"F<ng>uck</ng> you, block me, you faggot pussy!",insult
47,uck,"Burn Deck 

If that'd guy's burn deck is like what I think it is than he is in for a blrude awakening!!! Leviathan motherf<ng>uck</ng>er!!!",insult
48,uck,u r a tw@ f<ng>uck</ng> off u gay boy.U r smelly.F<ng>uck</ng> ur mum poopie,insult
49,uck,this user is such a worthless goddamn faggot f<ng>uck</ng> you faggot,insult
50,fuc,"You are gay or antisemmitian? 

Archangel WHite Tiger

Meow! Greetingshhh!

Uh, there are two ways, why you do erased my comment about WW2, that holocaust was brutally slaying of Jews and not gays/Gypsys/Slavs/anyone...

1 - If you are anti-semitian, than shave your head bald and go to the skinhead meetings!

2 - If you doubt words of the Bible, that homosexuality is a deadly sin, make a pentagram tatoo on your forehead go to the satanistic masses with your gay pals!

3 - First and last warning, you <ng>fuc</ng>king gay - I won't appreciate if any more nazi shwain would write in my page! I don't wish to talk to you anymore!

Beware of the Dark Side!",insult
51,fuc,"FUCK YOUR FILTHY MOTHER IN THE ASS, DRY!",insult
52,fuc,=Tony Sidaway is obviously a fist<ng>fuc</ng>kee. He loves an arm up his ass.,insult
53,fuc,"you are a stupid <ng>fuc</ng>k 

and your mother's cunt stinks",insult
54,fuc,"Fuck you, block me, you faggot pussy!",insult
55,fuc,"Burn Deck 

If that'd guy's burn deck is like what I think it is than he is in for a blrude awakening!!! Leviathan mother<ng>fuc</ng>ker!!!",insult
56,fuc,u r a tw@ <ng>fuc</ng>k off u gay boy.U r smelly.<ng>fuc</ng>k ur mum poopie,insult
57,fuc,this user is such a worthless goddamn faggot <ng>fuc</ng>k you faggot,insult
58,fuc,"""

 Fuck you 

  Fuck you award go <ng>fuc</ng>k yourself   """,insult
59,fuc,"Fuck you 

-User:The Bohemian Shinobis yeah, that's right, bitch! You are all pieces of shit!",insult
60,uck ,"FUCK YOUR FILTHY MOTHER IN THE ASS, DRY!",insult
61,uck ,"you are a stupid f<ng>uck </ng>

and your mother's cunt stinks",insult
62,uck ,"F<ng>uck </ng>you, block me, you faggot pussy!",insult
63,uck ,u r a tw@ f<ng>uck </ng>off u gay boy.U r smelly.F<ng>uck </ng>ur mum poopie,insult
64,uck ,this user is such a worthless goddamn faggot f<ng>uck </ng>you faggot,insult
65,uck ,"""

 F<ng>uck </ng>you 

  F<ng>uck </ng>you award go f<ng>uck </ng>yourself   """,insult
66,uck ,"F<ng>uck </ng>you 

-User:The Bohemian Shinobis yeah, that's right, bitch! You are all pieces of shit!",insult
67,uck ,"Thank you for your RACIST experimenting with the page Katherine Heigl on Wikipedia. Your test worked, and it has been reverted or removed. Please use the sandbox for any other tests you may want to do. Take a look at the welcome page to learn more about contributing to our encyclopedia. Now go FUCK YOURSELF YOU RACIST CANUCK ASSHOLE1  U HAVE NOTHING BETTER TO DO THAN CENSOR THE TRUTH U GODDAMN KKKKANUCK PIECE O TRASH///  DICKHEAD MORON MOTHERFUCKER111LOL  YOU CANUCKS R REAL RETARDS1  FUK OFF DICKWEED!  EDIT ANOTHER 1 OF MY EIDTS AND YOU'LL BE EXPEL FROM WIKI BY JIMBO YOU SOB DICKHEAD11 
SO WATCH IT MOFO PIECE OF GARBAGE RACIST MOFO ASSHOLE.  IM TRYINBG TO BE NICE HERE SO TAKE WHAT i SAY AS A COMPLIMENT!Yamla",insult
68,uck ,Are you fucker mother fucker have nothing to do but block University computers. Go and s<ng>uck </ng>cocks,insult
69,uck ,"""

 You S<ng>uck </ng>

If you don't undelete the page """"Barry Dejay"""" I will %$#@ you!""",insult
70,uck y,"FUCK YOUR FILTHY MOTHER IN THE ASS, DRY!",insult
71,uck y,"F<ng>uck y</ng>ou, block me, you faggot pussy!",insult
72,uck y,this user is such a worthless goddamn faggot f<ng>uck y</ng>ou faggot,insult
73,uck y,"""

 F<ng>uck y</ng>ou 

  F<ng>uck y</ng>ou award go f<ng>uck y</ng>ourself   """,insult
74,uck y,"F<ng>uck y</ng>ou 

-User:The Bohemian Shinobis yeah, that's right, bitch! You are all pieces of shit!",insult
75,uck y,"Thank you for your RACIST experimenting with the page Katherine Heigl on Wikipedia. Your test worked, and it has been reverted or removed. Please use the sandbox for any other tests you may want to do. Take a look at the welcome page to learn more about contributing to our encyclopedia. Now go FUCK YOURSELF YOU RACIST CANUCK ASSHOLE1  U HAVE NOTHING BETTER TO DO THAN CENSOR THE TRUTH U GODDAMN KKKKANUCK PIECE O TRASH///  DICKHEAD MORON MOTHERFUCKER111LOL  YOU CANUCKS R REAL RETARDS1  FUK OFF DICKWEED!  EDIT ANOTHER 1 OF MY EIDTS AND YOU'LL BE EXPEL FROM WIKI BY JIMBO YOU SOB DICKHEAD11 
SO WATCH IT MOFO PIECE OF GARBAGE RACIST MOFO ASSHOLE.  IM TRYINBG TO BE NICE HERE SO TAKE WHAT i SAY AS A COMPLIMENT!Yamla",insult
76,uck y,"Here's an idea 

Go f<ng>uck y</ng>ourself, cumshitter.",insult
77,uck y,"F<ng>uck y</ng>ou, Smith. Please have me notified when you die. I want to dance on your grave.",insult
78,uck y,"I shit on your face 

f<ng>uck y</ng>ou",insult
79,uck y,"WOULDN'T BE THE FIRST TIME BITCH. FUCK YOU I'LL FIND OUT WHERE YOU LIVE, SODOMIZE YOUR WIFE AND THEN BURN YOUR HOUSE DOWN. FUCK YOU YOU FUCKING QUEER.",insult
80,uckin,"You are gay or antisemmitian? 

Archangel WHite Tiger

Meow! Greetingshhh!

Uh, there are two ways, why you do erased my comment about WW2, that holocaust was brutally slaying of Jews and not gays/Gypsys/Slavs/anyone...

1 - If you are anti-semitian, than shave your head bald and go to the skinhead meetings!

2 - If you doubt words of the Bible, that homosexuality is a deadly sin, make a pentagram tatoo on your forehead go to the satanistic masses with your gay pals!

3 - First and last warning, you f<ng>uckin</ng>g gay - I won't appreciate if any more nazi shwain would write in my page! I don't wish to talk to you anymore!

Beware of the Dark Side!",insult
81,uckin,I NEVER FUCKING MADE THIS MOTHER FUCKING ARTICLE I JUST FUCKING EDITED IT AND THAT WAS A FUCKING LONG TIME AGO FUCKING ASSHOLES! PISSING ME OFF @,insult
82,uckin,"Hi 

Im a f<ng>uckin</ng>g bitch.

50.180.208.181",insult
83,uckin,What a motherf<ng>uckin</ng>g piece of crap those fuckheads for blocking us!,insult
84,uckin,"HELLO 

You disgrace to humanity. Stop wasting valuable Internet resources (your killing the f<ng>uckin</ng>g planet) and throw out your PC. PS it's like 3am what the fark kinda life do you have on Wikipedia 24/7. A VERY SAD AND LONELY ONE LOL. Life's too short find something better to do",insult
85,uckin,"""\
You wasted your own time! Take this advice with you: Pull your head out of your ass! Be real and don't spend the rest of your life s<ng>uckin</ng>g ass. Have a nice life! Goodbye!  (mailbox) """,insult
86,uckin,"""  WILL MY MOTHERFUCKING SAFETY BE GUARANTEED???? I FUCKING HOPE SO!!! I'M BRINGING MY OWN FUCKIN' WEAPONS!! PAY ME WHEN I GET BACK MOTHERFUCKERS!!!  OH YEAH I'VE GOT A JOKE...A FAMILY (HUSBAND, WIFE, SON, DAUGHTER, DOG) WALKS INTO AN AGENT'S OFFICE AND TELLS HIM THAT THEY'VE GOT A GREAT VAUDEVILLE ROUTINE...HE SAYS """"WE DON'T HIRE KIDDY ACTS"""" AND THEY SAY """"BUT WE'RE REALLY GOOD!"""" AND SO THE AGENT SAYS """"FINE, LET ME SEE WHAT YOU'VE GOT, BUT IF YOU SUCK I'M THROWING YOU OUT""""...SO THE FAMILY GETS READY...THE DAUGHTER HITS THE CD PLAYER AND CIRCUS MUSIC BEGINS PLAYING, THE FATHER JUMP KICKS THE SON IN THE HEAD AND STOMS HIS FACE IN THE GROUND UNTIL IT'S A BLOODY PULP, THEN PROCEEDS TO JERK OFF AND CUM ALL OVER HIS SHATTERED SKULL.  MEANWHILE THE MOTHER BEGINS VIOLENTLY FINGER FUCKING THE DAUGHTER AS THE DOG FUCKS THE MOTHER IN THE ASS HOLE.  THIS IS THE POINT WHEN THE FATHER TAKES THE LEFTOVER BRAIN MATTER FROM THE SON'S HEAD AND SHOVES IT INTO THE MOTHER'S PUSSY, THEN BEGINS FUCKING HER PUSSY WHILE SIMULTANEOUSLY STICKING HIS FINGER DOWN THE DAUGHTER'S THROAT UNTIL SHE VOMITS ALL OVER THEM BOTH.  THEN THE DOG BITES THE MOTHER'S HAND OFF AS SHE'S FINGER FUCKING THE DAUGHTER, LEAVING HER HAND IN THE DAUGHTER'S PUSSY AS BLOOD SQUIRTS ALL OVER THE PLACE...THE FATHER TAKES BLOOD FROM THE GROUND, SMEARS IT ALL OVER THE MOTHER'S CHEST, BENDS OVER, AND BEGINS SHITTING ALL OVER THE OPEN WOUND WHERE HER HAND USED TO BE BEFORE THE DOG BIT IT OFF.  THEY TAKE THE DOG AND SHOVE IT IN A MICROWAVE, HEATING IT UP UNTIL IT EXPLODES, THEN TAKE THE DOG REMAINS, MIX IT WITH THE FATHER'S SHIT, THE SON'S HEAD WOUND, AND THE FATHER'S CUM, AND SHOVE IT INTO THE DAUGHTER'S MOUTH.  THEN THE FATHER RIPS THE SON'S DICK OFF AND FUCKS THE DAUGHTER WITH IT, AS THE MOTHER LOCATE'S THE SON'S TESTICLES, BREAKS THEM OPEN, AND DRINKS THE SPERM THAT COMES OUT.  THEN THE FAMILY LINES UP AND SAYS """"TA DA!""""...THERE'S SILENCE FROM THE AGENT, UNTIL HE FINALLY SAYS """"I LOVE IT!  WHAT DO YOU CALL THAT?""""...AND THE FAMILY SAYS """"WE CALL IT...THE ARISTOCRATS!""""""",insult
87,uckin,you studid cock sucker u stop callin me ok its a frank Garrett eatin the worms crawl outa your moms pussy you f<ng>uckin</ng>g retardo hit I retardo,insult
88,uckin,"Leave me alone! 

I told you already to leave me alone.why can't you fuck off and do your own f<ng>uckin</ng>g thing. Or do you find that hounding me is amusing. Id u do then you are a mothaf<ng>uckin</ng> asshole and I will ban you.",insult
89,uckin,"WOULDN'T BE THE FIRST TIME BITCH. FUCK YOU I'LL FIND OUT WHERE YOU LIVE, SODOMIZE YOUR WIFE AND THEN BURN YOUR HOUSE DOWN. FUCK YOU YOU FUCKING QUEER.",insult
90,fucki,"You are gay or antisemmitian? 

Archangel WHite Tiger

Meow! Greetingshhh!

Uh, there are two ways, why you do erased my comment about WW2, that holocaust was brutally slaying of Jews and not gays/Gypsys/Slavs/anyone...

1 - If you are anti-semitian, than shave your head bald and go to the skinhead meetings!

2 - If you doubt words of the Bible, that homosexuality is a deadly sin, make a pentagram tatoo on your forehead go to the satanistic masses with your gay pals!

3 - First and last warning, you <ng>fucki</ng>ng gay - I won't appreciate if any more nazi shwain would write in my page! I don't wish to talk to you anymore!

Beware of the Dark Side!",insult
91,fucki,I NEVER FUCKING MADE THIS MOTHER FUCKING ARTICLE I JUST FUCKING EDITED IT AND THAT WAS A FUCKING LONG TIME AGO FUCKING ASSHOLES! PISSING ME OFF @,insult
92,fucki,"Hi 

Im a <ng>fucki</ng>ng bitch.

50.180.208.181",insult
93,fucki,What a mother<ng>fucki</ng>ng piece of crap those fuckheads for blocking us!,insult
94,fucki,"HELLO 

You disgrace to humanity. Stop wasting valuable Internet resources (your killing the <ng>fucki</ng>ng planet) and throw out your PC. PS it's like 3am what the fark kinda life do you have on Wikipedia 24/7. A VERY SAD AND LONELY ONE LOL. Life's too short find something better to do",insult
95,fucki,"""  WILL MY MOTHERFUCKING SAFETY BE GUARANTEED???? I FUCKING HOPE SO!!! I'M BRINGING MY OWN FUCKIN' WEAPONS!! PAY ME WHEN I GET BACK MOTHERFUCKERS!!!  OH YEAH I'VE GOT A JOKE...A FAMILY (HUSBAND, WIFE, SON, DAUGHTER, DOG) WALKS INTO AN AGENT'S OFFICE AND TELLS HIM THAT THEY'VE GOT A GREAT VAUDEVILLE ROUTINE...HE SAYS """"WE DON'T HIRE KIDDY ACTS"""" AND THEY SAY """"BUT WE'RE REALLY GOOD!"""" AND SO THE AGENT SAYS """"FINE, LET ME SEE WHAT YOU'VE GOT, BUT IF YOU SUCK I'M THROWING YOU OUT""""...SO THE FAMILY GETS READY...THE DAUGHTER HITS THE CD PLAYER AND CIRCUS MUSIC BEGINS PLAYING, THE FATHER JUMP KICKS THE SON IN THE HEAD AND STOMS HIS FACE IN THE GROUND UNTIL IT'S A BLOODY PULP, THEN PROCEEDS TO JERK OFF AND CUM ALL OVER HIS SHATTERED SKULL.  MEANWHILE THE MOTHER BEGINS VIOLENTLY FINGER FUCKING THE DAUGHTER AS THE DOG FUCKS THE MOTHER IN THE ASS HOLE.  THIS IS THE POINT WHEN THE FATHER TAKES THE LEFTOVER BRAIN MATTER FROM THE SON'S HEAD AND SHOVES IT INTO THE MOTHER'S PUSSY, THEN BEGINS FUCKING HER PUSSY WHILE SIMULTANEOUSLY STICKING HIS FINGER DOWN THE DAUGHTER'S THROAT UNTIL SHE VOMITS ALL OVER THEM BOTH.  THEN THE DOG BITES THE MOTHER'S HAND OFF AS SHE'S FINGER FUCKING THE DAUGHTER, LEAVING HER HAND IN THE DAUGHTER'S PUSSY AS BLOOD SQUIRTS ALL OVER THE PLACE...THE FATHER TAKES BLOOD FROM THE GROUND, SMEARS IT ALL OVER THE MOTHER'S CHEST, BENDS OVER, AND BEGINS SHITTING ALL OVER THE OPEN WOUND WHERE HER HAND USED TO BE BEFORE THE DOG BIT IT OFF.  THEY TAKE THE DOG AND SHOVE IT IN A MICROWAVE, HEATING IT UP UNTIL IT EXPLODES, THEN TAKE THE DOG REMAINS, MIX IT WITH THE FATHER'S SHIT, THE SON'S HEAD WOUND, AND THE FATHER'S CUM, AND SHOVE IT INTO THE DAUGHTER'S MOUTH.  THEN THE FATHER RIPS THE SON'S DICK OFF AND FUCKS THE DAUGHTER WITH IT, AS THE MOTHER LOCATE'S THE SON'S TESTICLES, BREAKS THEM OPEN, AND DRINKS THE SPERM THAT COMES OUT.  THEN THE FAMILY LINES UP AND SAYS """"TA DA!""""...THERE'S SILENCE FROM THE AGENT, UNTIL HE FINALLY SAYS """"I LOVE IT!  WHAT DO YOU CALL THAT?""""...AND THE FAMILY SAYS """"WE CALL IT...THE ARISTOCRATS!""""""",insult
96,fucki,you studid cock sucker u stop callin me ok its a frank Garrett eatin the worms crawl outa your moms pussy you <ng>fucki</ng>ng retardo hit I retardo,insult
97,fucki,"Leave me alone! 

I told you already to leave me alone.why can't you fuck off and do your own <ng>fucki</ng>ng thing. Or do you find that hounding me is amusing. Id u do then you are a motha<ng>fucki</ng>n asshole and I will ban you.",insult
98,fucki,"WOULDN'T BE THE FIRST TIME BITCH. FUCK YOU I'LL FIND OUT WHERE YOU LIVE, SODOMIZE YOUR WIFE AND THEN BURN YOUR HOUSE DOWN. FUCK YOU YOU FUCKING QUEER.",insult
99,fucki,"""

Lol dumb arabs and their """"you cant show my god, heres a bomb because I have sand in my vagina!"""" <ng>fucki</ng>ng towelheads""",insult
