,ngram,comment,label
10,th to,"Dea<ng>th to</ng> you and your children 

I will have you banned and deleted for slander lady.",threat
11,th to,hahah dea<ng>th to</ng> this war criminal ! 188.23.179.183,threat
12,th to,"FUCK USER JUJUBE!FUCK WIKIPEDIA!DESTROY USER JUJUBE!DESTROY WIKIPEDIA!DEA<ng>th to</ng> USER JUJUBE!
FUCK USER JUJUBE!FUCK WIKIPEDIA!DESTROY USER JUJUBE!DESTROY WIKIPEDIA!DEA<ng>th to</ng> USER JUJUBE!
FUCK USER JUJUBE!FUCK WIKIPEDIA!DESTROY USER JUJUBE!DESTROY WIKIPEDIA!DEA<ng>th to</ng> USER JUJUBE!
FUCK USER JUJUBE!FUCK WIKIPEDIA!DESTROY USER JUJUBE!DESTROY WIKIPEDIA!DEA<ng>th to</ng> USER JUJUBE!",threat
13,th to,"""

 D€A<ng>th to</ng> NORWEGIANS AND ALL ANTI-SEℳITES WHO SIDE WITH THE """"PALESTINIANS."""" D€A<ng>th to</ng> THE NATION THAT PRODUCED QUISLING. 

€UROTRASH ₩HORE. FU₵KING COMMIE SCUM.""",threat
14,th to,"Kill Feldspar 

Feldspar is a blathering idiot that should be publicly executed for his attempted use of force in place of honest debate to reconcile differences in opinion. Forever small minded psuedointellectuals such as he hide behind anti violence laws and become masters at manipulation, abuse of rules, and all manner of passive aggressive means to force others to accept their views. Antiviolence laws are obviously not designed to protect such behavior, rather they are designed to encourage open mindedness towards others viewpoints with the understanding that noone wins when people use force back and for<ng>th to</ng> overcome each others' opinions.",threat
15,th to,"Anti-Russian movement in Central Asia 

For one years ago we established a network of a Central Asian youth party that is motivated to act against pig-like Russians. We won´t let your children alive in our countries till the last dirty slavic Russian leave our countries, from Caucasia to south Russia. Your sons and daughters you send to our countries will lose their heads. Kill one Caucasian and Central Asian and we will kill for every single individual exactly 32 Russians. Dea<ng>th to</ng> dirty slavic Russians!!! Germans kille you dirty slavic bastards and we will kill you dirty slavic bastards. You are born to serve non-slavics...not the other way round. Sieg, Heil Islam o Gorgon!",threat
16,th to,"DEA<ng>th to</ng> ARABS! FREE THE JEWISH HOMELAND OF JUDAH AND SHOMRON FRÓM ILLEGAL ÁRAB OCCUPATION! END ARAB COLONIALISM AND ARAB IMPERIALISM! 

DEA<ng>th to</ng> ARABS! FREE THE JEWISH HOMELAND OF JUDAH AND SHOMRON FRÓM ILLEGAL ÁRAB OCCUPATION! END ARAB COLONIALISM AND ARAB IMPERIALISM!",threat
17,th to,", dea<ng>th to</ng> vandalist of this Maratha sport",threat
18,th to,"dea<ng>th to</ng> the infidel 

whoever that may be",threat
19,th to,Dea<ng>th to</ng> Musulmans!,threat
20,cut,"Who the HELL do you think you are? 

How dare you revert my edit to Quillacollo Province. I was making a friend smile, and you ruined it. In doing that, you also ruined my life. And my friends life. I'm going to <ng>cut</ng> your dog in half.",threat
21,cut,HOPE YOUR HEAD GETS <ng>cut</ng> OFF AND SOMEONE WIPS THERE ASS WITH IT AND THEN STABS YOU IN YOUR HEART,threat
22,cut,"Your death
You shitty fucktard, I am going to <ng>cut</ng> your balls of and feed them to my dog. Then, I am going to slit your shitpoke throat you mother-fucking cunt! -Jay Barnabay",threat
23,cut,I will fucking <ng>cut</ng> your heart out. I will set you on fire motherfucker.,threat
24,cut,"Homosexuality?
You french-fried faggot, I am going to <ng>cut</ng> your balls off and serve them in a platter of mushrooms before shoving your dick up your ass and mutilating your boyfriend's balls in front of you, then I will kill you both!",threat
25,cut,"I'm gonna beat you to a bloody pulp then shoot you, exe<ng>cut</ng>ion-style. 

I'm gonna beat you to a bloody pulp then shoot you, exe<ng>cut</ng>ion-style.",threat
26,cut,"I will find you in real life and kill you  

I will find you in real life and <ng>cut</ng> your throat you miserable piece of shit. Fuck you you fucking douchebag I will fucking kill you and all of your family you fucking miserable worm.",threat
27,cut,"""

 A knife for you! 

  A knife for you! One of this days, I am going to <ng>cut</ng> you into little pieces…   """,threat
28,cut,"Sieg Heil! 

Heil Hitler you gay noob!! I'm gonna <ng>cut</ng> off your brain!",threat
29,cut,"""

New Award

Well Done!!!

  The IAmTheCoinMan You Are Really Annoying And You Are Good At Anti-Vandalism Barnstar I, , award you the The IAmTheCoinMan You Are Really Annoying And You Are Good At Anti-Vandalism Barnstar for your multiple prompt reverts to my joke.  Protecting the wiki isn't important, and an unimportant task under that is protecting other wikipedians!  Your efforts are much much not appreciated.  I hope someone <ng>cut</ng>s of your hands! """,threat
